ko:K14021	hsa:578
ko:K07596	hsa:1828
ko:K07597	hsa:1829
ko:K07598	hsa:1830
ko:K07599	hsa:147409
ko:K07600	hsa:1823
ko:K07601	hsa:1824
ko:K07602	hsa:1825
ko:K07603	hsa:1308
ko:K07605	hsa:374454
ko:K07605	hsa:3848
ko:K07605	hsa:3849
ko:K07605	hsa:3850
ko:K07605	hsa:3851
ko:K07605	hsa:3852
ko:K07605	hsa:3853
ko:K07605	hsa:3854
ko:K07605	hsa:3855
ko:K07605	hsa:3856
ko:K07605	hsa:3887
ko:K07605	hsa:3888
ko:K07605	hsa:3889
ko:K07605	hsa:3890
ko:K07605	hsa:3891
ko:K07605	hsa:3892
ko:K07541	hsa:54965
ko:K07542	hsa:55650
ko:K07553	hsa:9331
ko:K08018	hsa:9693
ko:K08014	hsa:10411
ko:K04351	hsa:11069
ko:K08020	hsa:51735
ko:K05761	hsa:7429
ko:K08017	hsa:10677
ko:K08007	hsa:7430
ko:K08008	hsa:27035
ko:K08009	hsa:1535
ko:K08010	hsa:4688
ko:K08012	hsa:4689
ko:K08013	hsa:6494
ko:K07554	hsa:27109
ko:K07555	hsa:64756
ko:K07556	hsa:91647
ko:K08207	hsa:55867
ko:K08204	hsa:10864
ko:K07594	hsa:3651
ko:K07595	hsa:389692
ko:K07593	hsa:6514
ko:K00974	hsa:51095
ko:K04079	hsa:3320
ko:K04079	hsa:3326
ko:K01876	hsa:55157
ko:K04257	hsa:143503
ko:K00716	hsa:2525
ko:K08266	hsa:64223
ko:K00779	hsa:84620
ko:K00907	hsa:4638
ko:K00907	hsa:85366
ko:K00907	hsa:91807
ko:K04257	hsa:26494
ko:K04257	hsa:26533
ko:K04257	hsa:26534
ko:K04257	hsa:26683
ko:K04257	hsa:26686
ko:K04257	hsa:26735
ko:K04257	hsa:26737
ko:K04257	hsa:26740
ko:K04257	hsa:282763
ko:K04257	hsa:282770
ko:K04257	hsa:282775
ko:K09538	hsa:202052
ko:K09539	hsa:131118
ko:K09540	hsa:11231
ko:K00685	hsa:11101
ko:K00020	hsa:11112
ko:K06636	hsa:8243
ko:K06636	hsa:27127
ko:K00489	hsa:1581
ko:K00512	hsa:1586
ko:K00513	hsa:1589
ko:K01831	hsa:5740
ko:K07360	hsa:7535
ko:K07359	hsa:10645
ko:K07361	hsa:3937
ko:K07362	hsa:27040
ko:K07363	hsa:3702
ko:K07364	hsa:7006
ko:K07365	hsa:4690
ko:K07366	hsa:9402
ko:K07368	hsa:8915
ko:K01310	hsa:440387
ko:K08175	hsa:91749
ko:K04257	hsa:389090
ko:K07367	hsa:84433
ko:K07370	hsa:695
ko:K07371	hsa:29760
ko:K07369	hsa:10892
ko:K06640	hsa:545
ko:K06641	hsa:11200
ko:K06642	hsa:5591
ko:K06643	hsa:4193
ko:K06644	hsa:2810
ko:K06645	hsa:993
ko:K02603	hsa:4998
ko:K02605	hsa:23595
ko:K02608	hsa:23594
ko:K02209	hsa:4174
ko:K07304	hsa:4482
ko:K07377	hsa:9378
ko:K07377	hsa:9379
ko:K07377	hsa:9369
ko:K07378	hsa:22871
ko:K07378	hsa:57555
ko:K07378	hsa:54413
ko:K07379	hsa:8506
ko:K07380	hsa:26047
ko:K06592	hsa:25945
ko:K06593	hsa:81607
ko:K00498	hsa:1583
ko:K01298	hsa:1358
ko:K07048	hsa:9317
ko:K07050	hsa:80755
ko:K07390	hsa:51218
ko:K07401	hsa:84299
ko:K01015	hsa:6820
ko:K06669	hsa:9126
ko:K06670	hsa:5885
ko:K03768	hsa:5479
ko:K03767	hsa:5478
ko:K06674	hsa:10592
ko:K06675	hsa:10051
ko:K06676	hsa:23397
ko:K06677	hsa:9918
ko:K06678	hsa:64151
ko:K04708	hsa:2531
ko:K07817	hsa:5798
ko:K07817	hsa:5799
ko:K07818	hsa:5551
ko:K07819	hsa:8708
ko:K07820	hsa:8707
ko:K07825	hsa:2784
ko:K07826	hsa:54331
ko:K07832	hsa:6016
ko:K07833	hsa:6014
ko:K07834	hsa:5898
ko:K07835	hsa:5899
ko:K07837	hsa:5911
ko:K07838	hsa:5912
ko:K07839	hsa:57826
ko:K07840	hsa:148252
ko:K07842	hsa:9077
ko:K07841	hsa:54769
ko:K07970	hsa:10331
ko:K07971	hsa:79369
ko:K07964	hsa:10855
ko:K07965	hsa:60495
ko:K07843	hsa:51655
ko:K07844	hsa:23551
ko:K07846	hsa:2669
ko:K07847	hsa:28954
ko:K07848	hsa:161253
ko:K07849	hsa:121268
ko:K04392	hsa:5879
ko:K07861	hsa:5881
ko:K02833	hsa:3265
ko:K07860	hsa:5880
ko:K04353	hsa:5906
ko:K07836	hsa:5908
ko:K07828	hsa:4893
ko:K07827	hsa:3845
ko:K09995	hsa:579
ko:K09541	hsa:1409
ko:K09542	hsa:1410
ko:K09543	hsa:3316
ko:K09544	hsa:8988
ko:K09545	hsa:126393
ko:K09546	hsa:27129
ko:K09547	hsa:94086
ko:K09525	hsa:285126
ko:K07829	hsa:6237
ko:K07830	hsa:22800
ko:K07831	hsa:22808
ko:K04513	hsa:387
ko:K07856	hsa:388
ko:K07850	hsa:10633
ko:K07851	hsa:91608
ko:K07852	hsa:387496
ko:K07853	hsa:65997
ko:K07854	hsa:51285
ko:K07855	hsa:85004
ko:K02677	hsa:5578
ko:K07845	hsa:6236
ko:K07857	hsa:389
ko:K07858	hsa:8153
ko:K07859	hsa:390
ko:K07864	hsa:57381
ko:K07863	hsa:391
ko:K07866	hsa:171177
ko:K07868	hsa:23221
ko:K07869	hsa:22836
ko:K07870	hsa:55288
ko:K07871	hsa:89941
ko:K07872	hsa:54509
ko:K07873	hsa:399
ko:K07874	hsa:5861
ko:K07875	hsa:81876
ko:K07876	hsa:11021
ko:K07877	hsa:5862
ko:K07878	hsa:84932
ko:K07879	hsa:5867
ko:K07880	hsa:53916
ko:K07881	hsa:51552
ko:K07882	hsa:5864
ko:K07883	hsa:115827
ko:K07885	hsa:5873
ko:K07886	hsa:5874
ko:K07887	hsa:5868
ko:K07888	hsa:5869
ko:K07889	hsa:5878
ko:K07890	hsa:23011
ko:K07891	hsa:57403
ko:K07893	hsa:5870
ko:K07894	hsa:51560
ko:K07895	hsa:84084
ko:K07896	hsa:347517
ko:K07897	hsa:7879
ko:K07898	hsa:338382
ko:K07899	hsa:9367
ko:K07900	hsa:51209
ko:K07901	hsa:4218
ko:K07902	hsa:51762
ko:K07903	hsa:10890
ko:K07904	hsa:8766
ko:K07905	hsa:9230
ko:K07906	hsa:57111
ko:K07907	hsa:201475
ko:K07908	hsa:376267
ko:K07909	hsa:64284
ko:K07910	hsa:22931
ko:K07911	hsa:55647
ko:K07912	hsa:53917
ko:K07913	hsa:25837
ko:K07914	hsa:326624
ko:K07915	hsa:9364
ko:K07916	hsa:8934
ko:K02427	hsa:29960
ko:K08142	hsa:6515
ko:K08143	hsa:6518
ko:K07980	hsa:3812
ko:K07981	hsa:3803
ko:K07980	hsa:3811
ko:K07980	hsa:115653
ko:K07981	hsa:3802
ko:K07981	hsa:3804
ko:K07982	hsa:3806
ko:K07982	hsa:3808
ko:K07982	hsa:3809
ko:K07982	hsa:3810
ko:K07992	hsa:7305
ko:K08418	hsa:27201
ko:K08419	hsa:27199
ko:K01388	hsa:4312
ko:K01398	hsa:4313
ko:K07983	hsa:2207
ko:K07984	hsa:6452
ko:K07985	hsa:4277
ko:K07986	hsa:80329
ko:K07987	hsa:353091
ko:K07986	hsa:80328
ko:K07986	hsa:79465
ko:K07987	hsa:154064
ko:K07987	hsa:135250
ko:K08420	hsa:27197
ko:K08421	hsa:53831
ko:K00227	hsa:6309
ko:K07988	hsa:10870
ko:K07989	hsa:117157
ko:K07990	hsa:4068
ko:K08150	hsa:114134
ko:K08422	hsa:54112
ko:K08423	hsa:83550
ko:K08424	hsa:139760
ko:K08425	hsa:338557
ko:K01394	hsa:4314
ko:K01397	hsa:4316
ko:K01402	hsa:4317
ko:K01403	hsa:4318
ko:K01396	hsa:4319
ko:K07993	hsa:4320
ko:K01413	hsa:4321
ko:K07994	hsa:4322
ko:K07763	hsa:4323
ko:K07995	hsa:4324
ko:K07996	hsa:4325
ko:K07997	hsa:4326
ko:K07998	hsa:4327
ko:K07999	hsa:9313
ko:K08000	hsa:118856
ko:K08273	hsa:9047
ko:K08220	hsa:28982
ko:K06127	hsa:84274
ko:K04257	hsa:79295
ko:K04257	hsa:79310
ko:K04257	hsa:79317
ko:K04257	hsa:79324
ko:K04257	hsa:79473
ko:K04257	hsa:79501
ko:K04257	hsa:79544
ko:K04257	hsa:81050
ko:K04257	hsa:81061
ko:K04257	hsa:81099
ko:K04257	hsa:81127
ko:K04257	hsa:81168
ko:K04257	hsa:81282
ko:K04257	hsa:81300
ko:K04257	hsa:81309
ko:K04257	hsa:81318
ko:K04257	hsa:81327
ko:K04257	hsa:81328
ko:K04257	hsa:81392
ko:K04257	hsa:81399
ko:K04257	hsa:81442
ko:K04257	hsa:81448
ko:K04257	hsa:81469
ko:K04257	hsa:81470
ko:K01071	hsa:55301
ko:K06201	hsa:51076
ko:K04257	hsa:343171
ko:K04257	hsa:343172
ko:K07375	hsa:10383
ko:K00128	hsa:224
ko:K08396	hsa:259249
ko:K08397	hsa:51289
ko:K08398	hsa:339403
ko:K04309	hsa:55366
ko:K04308	hsa:8549
ko:K08399	hsa:59352
ko:K04325	hsa:2864
ko:K04326	hsa:2865
ko:K04328	hsa:2867
ko:K08400	hsa:151306
ko:K08401	hsa:27198
ko:K08402	hsa:338442
ko:K08402	hsa:8843
ko:K08403	hsa:2838
ko:K08404	hsa:2840
ko:K08405	hsa:2848
ko:K08406	hsa:2853
ko:K08409	hsa:11250
ko:K08407	hsa:9293
ko:K08408	hsa:8111
ko:K08410	hsa:2841
ko:K08411	hsa:2849
ko:K08412	hsa:2863
ko:K08413	hsa:9290
ko:K08414	hsa:83873
ko:K08415	hsa:118442
ko:K08416	hsa:8477
ko:K08417	hsa:10936
ko:K08426	hsa:29933
ko:K08427	hsa:64582
ko:K08428	hsa:124274
ko:K08429	hsa:353345
ko:K08430	hsa:350383
ko:K08431	hsa:115330
ko:K08432	hsa:344561
ko:K08433	hsa:344758
ko:K08434	hsa:285601
ko:K08435	hsa:134391
ko:K08436	hsa:390212
ko:K08437	hsa:387509
ko:K08438	hsa:26996
ko:K08439	hsa:23432
ko:K08440	hsa:27239
ko:K08441	hsa:29909
ko:K08442	hsa:11245
ko:K01382	hsa:1510
ko:K08443	hsa:30817
ko:K08444	hsa:84658
ko:K08446	hsa:976
ko:K08447	hsa:10267
ko:K08448	hsa:10266
ko:K08449	hsa:10268
ko:K08450	hsa:9289
ko:K08451	hsa:10149
ko:K08452	hsa:222487
ko:K08453	hsa:266977
ko:K08456	hsa:165082
ko:K08459	hsa:221188
ko:K08457	hsa:221393
ko:K08458	hsa:221395
ko:K08460	hsa:84435
ko:K08461	hsa:25960
ko:K08462	hsa:166647
ko:K08463	hsa:57211
ko:K08464	hsa:84873
ko:K08465	hsa:283383
ko:K08467	hsa:80045
ko:K08455	hsa:139378
ko:K04617	hsa:165829
ko:K08468	hsa:9052
ko:K08469	hsa:57512
ko:K08470	hsa:4935
ko:K04240	hsa:64106
ko:K08375	hsa:10886
ko:K01367	hsa:823
ko:K03853	hsa:824
ko:K08573	hsa:825
ko:K08575	hsa:827
ko:K08576	hsa:23473
ko:K08578	hsa:10753
ko:K08579	hsa:11132
ko:K08580	hsa:11131
ko:K04740	hsa:147968
ko:K08581	hsa:92291
ko:K08583	hsa:826
ko:K08584	hsa:84290
ko:K04281	hsa:831
ko:K08574	hsa:726
ko:K04185	hsa:2826
ko:K04190	hsa:643
ko:K04173	hsa:2358
ko:K04614	hsa:317701
ko:K04614	hsa:317703
ko:K04614	hsa:57191
ko:K04614	hsa:317705
ko:K08565	hsa:9476
ko:K07292	hsa:3172
ko:K08037	hsa:3174
ko:K10765	hsa:8846
ko:K10766	hsa:54784
ko:K10767	hsa:54890
ko:K08521	hsa:3972
ko:K08522	hsa:1081
ko:K08523	hsa:1839
ko:K08496	hsa:9570
ko:K08497	hsa:662
ko:K08498	hsa:10228
ko:K04465	hsa:3164
ko:K09626	hsa:64063
ko:K09627	hsa:11098
ko:K09628	hsa:83886
ko:K09629	hsa:260429
ko:K09630	hsa:146547
ko:K09631	hsa:3083
ko:K05032	hsa:6833
ko:K10770	hsa:91801
ko:K10768	hsa:84964
ko:K10771	hsa:328
ko:K08727	hsa:10392
ko:K09321	hsa:2637
ko:K09322	hsa:4222
ko:K09322	hsa:4223
ko:K09174	hsa:5992
ko:K09323	hsa:257
ko:K03873	hsa:6923
ko:K03872	hsa:6921
ko:K03868	hsa:9978
ko:K01648	hsa:47
ko:K03539	hsa:10556
ko:K03537	hsa:51367
ko:K03540	hsa:79897
ko:K03255	hsa:23277
ko:K03434	hsa:9487
ko:K05906	hsa:51449
ko:K00757	hsa:151531
ko:K03479	hsa:55808
ko:K03368	hsa:6483
ko:K00780	hsa:6482
ko:K03494	hsa:6484
ko:K02146	hsa:245972
ko:K03371	hsa:6489
ko:K02320	hsa:5422
ko:K02321	hsa:23649
ko:K02327	hsa:5424
ko:K02328	hsa:5425
ko:K02324	hsa:5426
ko:K02325	hsa:5427
ko:K02332	hsa:5428
ko:K02333	hsa:11232
ko:K02330	hsa:5423
ko:K02350	hsa:5980
ko:K02349	hsa:10721
ko:K03509	hsa:5429
ko:K03510	hsa:11201
ko:K03511	hsa:51426
ko:K03512	hsa:27343
ko:K03513	hsa:27434
ko:K03514	hsa:11044
ko:K03515	hsa:51455
ko:K03505	hsa:57804
ko:K01623	hsa:229
ko:K02866	hsa:140801
ko:K03125	hsa:138474
ko:K03521	hsa:2109
ko:K03522	hsa:2108
ko:K02262	hsa:4514
ko:K02256	hsa:4512
ko:K02261	hsa:4513
ko:K02835	hsa:54516
ko:K03424	hsa:83940
ko:K03424	hsa:9797
ko:K02152	hsa:127124
ko:K02152	hsa:534
ko:K07739	hsa:55140
ko:K03575	hsa:4595
ko:K03650	hsa:84705
ko:K03627	hsa:8721
ko:K03626	hsa:4666
ko:K07944	hsa:403
ko:K07942	hsa:400
ko:K07945	hsa:10124
ko:K07949	hsa:26225
ko:K07950	hsa:221079
ko:K07951	hsa:84100
ko:K07952	hsa:10139
ko:K07953	hsa:56681
ko:K07955	hsa:127829
ko:K07957	hsa:132946
ko:K07958	hsa:285598
ko:K07959	hsa:115761
ko:K07961	hsa:392509
ko:K07962	hsa:200894
ko:K07963	hsa:373
ko:K07936	hsa:5901
ko:K07937	hsa:375
ko:K07938	hsa:377
ko:K07939	hsa:378
ko:K07940	hsa:381
ko:K07941	hsa:382
ko:K07943	hsa:402
ko:K03729	hsa:8553
ko:K03730	hsa:79365
ko:K03648	hsa:7374
ko:K03661	hsa:533
ko:K02155	hsa:527
ko:K03662	hsa:537
ko:K03679	hsa:23404
ko:K03685	hsa:29102
ko:K03681	hsa:51010
ko:K03678	hsa:5393
ko:K05864	hsa:5481
ko:K05863	hsa:291
ko:K05863	hsa:292
ko:K05863	hsa:293
ko:K05865	hsa:7134
ko:K05866	hsa:994
ko:K05867	hsa:995
ko:K05868	hsa:891
ko:K05869	hsa:814
ko:K05870	hsa:1385
ko:K05871	hsa:2185
ko:K05872	hsa:4794
ko:K02599	hsa:4851
ko:K05948	hsa:3955
ko:K06053	hsa:11317
ko:K06053	hsa:3516
ko:K06058	hsa:113878
ko:K06058	hsa:151636
ko:K06058	hsa:1840
ko:K06058	hsa:196403
ko:K06058	hsa:23220
ko:K06057	hsa:8650
ko:K06057	hsa:9253
ko:K06059	hsa:6868
ko:K06067	hsa:3065
ko:K06067	hsa:3066
ko:K06061	hsa:55534
ko:K06061	hsa:84441
ko:K06061	hsa:9794
ko:K06063	hsa:22938
ko:K06056	hsa:171558
ko:K06062	hsa:2648
ko:K05854	hsa:4067
ko:K05855	hsa:6850
ko:K05856	hsa:3932
ko:K05703	hsa:2534
ko:K05857	hsa:5333
ko:K05857	hsa:113026
ko:K05857	hsa:84812
ko:K05858	hsa:23236
ko:K05858	hsa:5330
ko:K05858	hsa:5331
ko:K05858	hsa:5332
ko:K05859	hsa:5336
ko:K05860	hsa:51196
ko:K05861	hsa:89869
ko:K05862	hsa:7416
ko:K06051	hsa:10683
ko:K06051	hsa:28514
ko:K06051	hsa:54567
ko:K02271	hsa:170712
ko:K03680	hsa:8890
ko:K03754	hsa:8892
ko:K00699	hsa:54578
ko:K00699	hsa:54657
ko:K00699	hsa:54658
ko:K00699	hsa:54659
ko:K01164	hsa:10940
ko:K11348	hsa:7862
ko:K11349	hsa:23774
ko:K08560	hsa:2516
ko:K09230	hsa:146050
ko:K09230	hsa:201516
ko:K09230	hsa:203523
ko:K09230	hsa:252884
ko:K09230	hsa:284312
ko:K09230	hsa:342933
ko:K09230	hsa:342945
ko:K09230	hsa:55311
ko:K09230	hsa:65982
ko:K09230	hsa:7572
ko:K09230	hsa:7579
ko:K09230	hsa:7589
ko:K09230	hsa:7718
ko:K09230	hsa:7746
ko:K09230	hsa:7775
ko:K09230	hsa:79149
ko:K09230	hsa:80345
ko:K09230	hsa:84891
ko:K08757	hsa:335
ko:K08596	hsa:57337
ko:K08716	hsa:8170
ko:K10167	hsa:8115
ko:K08490	hsa:6811
ko:K08487	hsa:415117
ko:K08487	hsa:8676
ko:K09178	hsa:83741
ko:K10170	hsa:51311
ko:K10165	hsa:64127
ko:K09176	hsa:7020
ko:K09176	hsa:7021
ko:K09177	hsa:7022
ko:K09848	hsa:9618
ko:K09849	hsa:7188
ko:K09179	hsa:339488
ko:K09083	hsa:220202
ko:K09092	hsa:10732
ko:K09099	hsa:56938
ko:K09182	hsa:2623
ko:K09183	hsa:2626
ko:K10166	hsa:30009
ko:K10186	hsa:50945
ko:K10567	hsa:79661
ko:K09229	hsa:26048
ko:K09040	hsa:4779
ko:K09040	hsa:9603
ko:K08754	hsa:2171
ko:K08755	hsa:2172
ko:K08489	hsa:8675
ko:K08756	hsa:2173
ko:K09229	hsa:342357
ko:K09229	hsa:353274
ko:K09229	hsa:387032
ko:K09229	hsa:55663
ko:K09229	hsa:55888
ko:K09229	hsa:57336
ko:K09229	hsa:7566
ko:K09229	hsa:7586
ko:K09229	hsa:7626
ko:K09229	hsa:7745
ko:K09229	hsa:7753
ko:K09229	hsa:7760
ko:K09229	hsa:7762
ko:K09229	hsa:80317
ko:K09229	hsa:84124
ko:K09229	hsa:84838
ko:K08758	hsa:336
ko:K08759	hsa:345
ko:K05054	hsa:84539
ko:K07342	hsa:23480
ko:K09229	hsa:10127
ko:K09229	hsa:221785
ko:K09229	hsa:23660
ko:K02893	hsa:6147
ko:K08395	hsa:386746
ko:K10478	hsa:90135
ko:K10479	hsa:55727
ko:K10481	hsa:114781
ko:K10494	hsa:201501
ko:K10495	hsa:653121
ko:K10496	hsa:221504
ko:K05768	hsa:85477
ko:K10509	hsa:84614
ko:K10510	hsa:253461
ko:K10511	hsa:9880
ko:K10512	hsa:9923
ko:K10513	hsa:360023
ko:K10514	hsa:23099
ko:K10515	hsa:29068
ko:K10516	hsa:84878
ko:K10578	hsa:51465
ko:K10460	hsa:151230
ko:K10462	hsa:64410
ko:K10462	hsa:8507
ko:K10461	hsa:54800
ko:K10463	hsa:55295
ko:K10418	hsa:8655
ko:K10418	hsa:140735
ko:K10433	hsa:9053
ko:K10432	hsa:4135
ko:K10434	hsa:79884
ko:K10435	hsa:440738
ko:K10435	hsa:81631
ko:K10435	hsa:84557
ko:K10436	hsa:10982
ko:K10436	hsa:22919
ko:K10436	hsa:22924
ko:K10779	hsa:546
ko:K10420	hsa:6993
ko:K10519	hsa:3104
ko:K10520	hsa:80325
ko:K10521	hsa:25841
ko:K10522	hsa:56616
ko:K10523	hsa:8405
ko:K10422	hsa:7461
ko:K10423	hsa:25999
ko:K10423	hsa:79745
ko:K10424	hsa:10540
ko:K10425	hsa:11258
ko:K10426	hsa:51164
ko:K10427	hsa:84516
ko:K10450	hsa:59349
ko:K10428	hsa:10671
ko:K09487	hsa:7184
ko:K09488	hsa:10131
ko:K10598	hsa:23759
ko:K10599	hsa:27339
ko:K10600	hsa:22888
ko:K10420	hsa:6990
ko:K10419	hsa:83658
ko:K10809	hsa:7038
ko:K10419	hsa:83657
ko:K10421	hsa:6249
ko:K10430	hsa:4133
ko:K10431	hsa:4134
ko:K10429	hsa:4130
ko:K10429	hsa:4131
ko:K10429	hsa:55201
ko:K09385	hsa:2290
ko:K07588	hsa:166785
ko:K10597	hsa:10277
ko:K02295	hsa:1408
ko:K10378	hsa:631
ko:K10379	hsa:8419
ko:K02978	hsa:6232
ko:K00615	hsa:8277
ko:K06757	hsa:23114
ko:K10669	hsa:83707
ko:K10800	hsa:23583
ko:K10801	hsa:8930
ko:K01195	hsa:2990
ko:K01477	hsa:55821
ko:K01176	hsa:278
ko:K00654	hsa:10558
ko:K01080	hsa:8611
ko:K00022	hsa:3033
ko:K00850	hsa:5213
ko:K00869	hsa:4598
ko:K01867	hsa:7453
ko:K00472	hsa:283208
ko:K00088	hsa:3614
ko:K01689	hsa:2027
ko:K00893	hsa:1633
ko:K01292	hsa:1369
ko:K00849	hsa:2584
ko:K01368	hsa:1520
ko:K01312	hsa:5646
ko:K00873	hsa:5315
ko:K09516	hsa:54884
ko:K01099	hsa:3633
ko:K01481	hsa:51702
ko:K01510	hsa:377841
ko:K01555	hsa:2184
ko:K00134	hsa:2597
ko:K00965	hsa:2592
ko:K00781	hsa:6487
ko:K00457	hsa:3242
ko:K00510	hsa:3162
ko:K01291	hsa:1360
ko:K00801	hsa:2222
ko:K06002	hsa:643847
ko:K00472	hsa:5033
ko:K01590	hsa:3067
ko:K01077	hsa:249
ko:K00710	hsa:55568
ko:K01512	hsa:98
ko:K00326	hsa:1727
ko:K00286	hsa:5831
ko:K00799	hsa:119391
ko:K00977	hsa:1791
ko:K01044	hsa:1066
ko:K01197	hsa:3373
ko:K00653	hsa:253175
ko:K00710	hsa:2590
ko:K01611	hsa:262
ko:K00248	hsa:35
ko:K00850	hsa:5214
ko:K00565	hsa:8731
ko:K01507	hsa:27068
ko:K01897	hsa:2180
ko:K00207	hsa:1806
ko:K00710	hsa:2591
ko:K01379	hsa:1509
ko:K00733	hsa:11285
ko:K00671	hsa:4836
ko:K01816	hsa:81888
ko:K01519	hsa:3704
ko:K00759	hsa:353
ko:K01014	hsa:6799
ko:K01365	hsa:1514
ko:K00548	hsa:4548
ko:K01787	hsa:5973
ko:K01530	hsa:374868
ko:K00933	hsa:548596
ko:K00678	hsa:9227
ko:K01276	hsa:29952
ko:K00799	hsa:2948
ko:K00031	hsa:3418
ko:K01490	hsa:270
ko:K00500	hsa:5053
ko:K00273	hsa:1610
ko:K00071	hsa:3291
ko:K00814	hsa:2875
ko:K01596	hsa:5105
ko:K00626	hsa:39
ko:K01008	hsa:22929
ko:K01593	hsa:1644
ko:K01495	hsa:2643
ko:K00505	hsa:7299
ko:K00999	hsa:10423
ko:K01158	hsa:1777
ko:K00261	hsa:2746
ko:K00844	hsa:3101
ko:K01432	hsa:125061
ko:K01061	hsa:134147
ko:K01245	hsa:141
ko:K01134	hsa:410
ko:K01580	hsa:2571
ko:K01810	hsa:2821
ko:K00560	hsa:7298
ko:K00789	hsa:27430
ko:K00771	hsa:64131
ko:K00718	hsa:2523
ko:K01307	hsa:8836
ko:K01109	hsa:3631
ko:K00927	hsa:5230
ko:K00142	hsa:132949
ko:K01025	hsa:27233
ko:K01176	hsa:279
ko:K01158	hsa:58511
ko:K00327	hsa:5447
ko:K00461	hsa:240
ko:K00473	hsa:5351
ko:K00249	hsa:34
ko:K00710	hsa:2589
ko:K00699	hsa:7365
ko:K00857	hsa:7083
ko:K00688	hsa:5836
ko:K00799	hsa:2953
ko:K00272	hsa:8528
ko:K01580	hsa:2572
ko:K00541	hsa:4837
ko:K01081	hsa:93034
ko:K01783	hsa:6120
ko:K00140	hsa:4329
ko:K01488	hsa:100
ko:K00688	hsa:5837
ko:K00276	hsa:8639
ko:K00994	hsa:56994
ko:K00653	hsa:9426
ko:K01755	hsa:435
ko:K00901	hsa:1606
ko:K00799	hsa:2952
ko:K00569	hsa:7172
ko:K05309	hsa:80142
ko:K09880	hsa:58478
ko:K00214	hsa:644
ko:K01262	hsa:7511
ko:K01869	hsa:23395
ko:K01279	hsa:1200
ko:K00011	hsa:231
ko:K00088	hsa:3615
ko:K00587	hsa:23463
ko:K00901	hsa:8526
ko:K00738	hsa:11320
ko:K01121	hsa:1267
ko:K01489	hsa:978
ko:K00799	hsa:2947
ko:K00764	hsa:5471
ko:K00700	hsa:2632
ko:K08239	hsa:79158
ko:K01125	hsa:51172
ko:K01319	hsa:1511
ko:K00727	hsa:2650
ko:K00382	hsa:1738
ko:K01937	hsa:1503
ko:K00861	hsa:55312
ko:K00012	hsa:7358
ko:K01047	hsa:5319
ko:K00016	hsa:3939
ko:K01915	hsa:2752
ko:K10152	hsa:896
ko:K07374	hsa:112714
ko:K07374	hsa:113457
ko:K07374	hsa:79861
ko:K10207	hsa:3293
ko:K00699	hsa:54600
ko:K00458	hsa:239
ko:K01469	hsa:26873
ko:K00710	hsa:11226
ko:K01950	hsa:55191
ko:K08678	hsa:80146
ko:K01719	hsa:7390
ko:K01352	hsa:3001
ko:K01510	hsa:953
ko:K01192	hsa:4126
ko:K00669	hsa:15
ko:K00653	hsa:9085
ko:K00253	hsa:3712
ko:K01077	hsa:248
ko:K00626	hsa:38
ko:K01059	hsa:4023
ko:K01206	hsa:2517
ko:K01325	hsa:3817
ko:K01697	hsa:875
ko:K01482	hsa:23564
ko:K01745	hsa:3034
ko:K01077	hsa:250
ko:K00653	hsa:203611
ko:K01530	hsa:79895
ko:K00469	hsa:55586
ko:K00699	hsa:7364
ko:K01137	hsa:2799
ko:K10151	hsa:894
ko:K03163	hsa:116447
ko:K10252	hsa:83875
ko:K03259	hsa:1977
ko:K20020	hsa:91653
ko:K11989	hsa:3549
ko:K00432	hsa:2877
ko:K00451	hsa:3081
ko:K00129	hsa:221
ko:K00718	hsa:2524
ko:K00503	hsa:1621
ko:K01311	hsa:11330
ko:K01375	hsa:1515
ko:K01597	hsa:4597
ko:K06671	hsa:10735
ko:K14780	hsa:57647
ko:K10580	hsa:389898
ko:K10808	hsa:50484
ko:K10808	hsa:6241
ko:K11428	hsa:387893
ko:K10807	hsa:6240
ko:K10747	hsa:3978
ko:K15464	hsa:664
ko:K15324	hsa:116461
ko:K01409	hsa:64172
ko:K03061	hsa:5701
ko:K15595	hsa:5128
ko:K00431	hsa:7173
ko:K04257	hsa:504189
ko:K10579	hsa:9040
ko:K10580	hsa:7334
ko:K10581	hsa:63893
ko:K10585	hsa:65264
ko:K10586	hsa:57448
ko:K10587	hsa:7337
ko:K11314	hsa:6871
ko:K10799	hsa:8658
ko:K10798	hsa:10038
ko:K10798	hsa:10039
ko:K10799	hsa:80351
ko:K02830	hsa:5810
ko:K10344	hsa:84727
ko:K10593	hsa:51366
ko:K10594	hsa:8925
ko:K06662	hsa:5884
ko:K10595	hsa:8924
ko:K10803	hsa:7515
ko:K09568	hsa:2280
ko:K04699	hsa:30837
ko:K13024	hsa:23262
ko:K02270	hsa:9167
ko:K10269	hsa:26224
ko:K10270	hsa:26235
ko:K10271	hsa:26234
ko:K10272	hsa:26233
ko:K10273	hsa:23194
ko:K10274	hsa:55336
ko:K10276	hsa:84678
ko:K10278	hsa:54850
ko:K10279	hsa:222235
ko:K10280	hsa:144699
ko:K10281	hsa:79176
ko:K10282	hsa:146330
ko:K10284	hsa:80028
ko:K10288	hsa:283807
ko:K10289	hsa:899
ko:K10290	hsa:26273
ko:K11093	hsa:6625
ko:K14991	hsa:55089
ko:K10776	hsa:3980
ko:K10777	hsa:3981
