model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Prevotella_micans_F0438.mat,930,558,296,242,11,16,6
Streptococcus_pneumoniae_SPAR95.mat,1099,594,256,276,17,60,5
Listeria_monocytogenes_J0161_FSL_R2_499.mat,1344,721,323,338,89,57,7
Succinatimonas_hippei_YIT_12066.mat,1166,766,487,221,40,63,6
Eggerthella_lenta_CC82BHI2.mat,1134,790,478,264,33,64,7
Varibaculum_cambriense_DNF00696.mat,887,532,257,228,32,38,5
Actinobacillus_pleuropneumoniae_serovar_2_str_S1536.mat,1675,998,590,315,59,99,8
Clostridium_clostridioforme_CM201.mat,2168,786,444,259,52,87,8
Neisseria_sicca_VK64.mat,1142,678,345,283,43,39,6
Enterococcus_faecalis_Merz96.mat,1550,943,555,284,39,109,8
Escherichia_coli_P0299917_6.mat,3190,873,434,285,79,122,7
Clostridium_symbiosum_WAL_14163.mat,1197,749,504,165,41,81,6
Bacillus_atrophaeus_1013_1.mat,1958,1211,781,268,144,149,8
Escherichia_coli_DEC3B.mat,3581,1254,748,299,102,199,8
Streptococcus_pneumoniae_GA41565.mat,1100,581,258,265,17,56,5
Clostridiaceae_nov_ERR2221330.mat,1081,716,434,245,21,40,5
Bacteroides_sp_1_1_14.mat,1239,768,450,231,31,86,6
Escherichia_coli_O157_H_str_493_89.mat,3148,863,442,285,70,106,7
Klebsiella_oxytoca_ERR2221399.mat,1886,892,525,273,74,67,7
Bacillus_cereus_VD184.mat,2024,1226,734,317,84,170,8
Lactobacillus_reuteri_CF48_3A.mat,1077,714,529,129,18,53,5
Bifidobacterium_catenulatum_DSM_16992.mat,885,450,293,112,29,47,6
Corynebacterium_striatum_ATCC_6940.mat,1235,698,373,223,50,94,8
Enterococcus_faecalis_ERR2221314.mat,1175,639,337,255,24,40,6
Yersinia_pseudotuberculosis_B_7194.mat,2115,1191,745,303,80,131,8
Enterococcus_faecalis_B1734.mat,1233,661,328,276,23,49,6
Pseudoflavonifractor_capillosus_ERR1022447.mat,1114,620,337,250,17,40,5
Blautia_nov_ERR1022339.mat,1055,720,411,266,27,43,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1729.mat,1882,845,437,283,76,103,6
Prevotella_bivia_DSM_20514.mat,1175,621,277,291,26,54,8
Coprobacillus_sp_29_1.mat,1056,691,413,212,30,65,6
Escherichia_coli_O111_H11_str_CVM9553.mat,3167,896,447,304,73,115,7
Helicobacter_pylori_NQ4228.mat,1263,823,451,313,35,75,7
Staphylococcus_aureus_subsp_aureus_CIG1233.mat,1382,723,343,277,51,81,5
Enterococcus_faecium_E0680.mat,1060,581,312,215,21,47,6
Streptococcus_agalactiae_GB00561.mat,2176,853,485,297,37,88,7
Escherichia_coli_DEC14B.mat,3594,1244,738,306,105,197,8
Escherichia_coli_O111_H_str_11128.mat,3191,862,436,283,73,119,7
Escherichia_coli_p0305293_9.mat,3195,893,439,304,75,122,7
Lactobacillus_helveticus_DSM_20075.mat,891,476,317,124,16,34,5
Pseudomonas_monteilii_QM.mat,1865,1003,518,328,103,120,8
Enterococcus_faecium_E1573.mat,1075,594,320,212,23,53,6
Acinetobacter_baumannii_NIPH_60.mat,1556,846,443,292,71,88,7
Escherichia_coli_KTE189.mat,3568,1235,732,295,103,189,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607307_6.mat,1882,845,437,283,76,103,6
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH1.mat,2603,1315,826,279,111,188,8
Escherichia_coli_5_0588.mat,3622,1250,721,310,109,206,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1810.mat,1887,845,438,283,75,101,6
Haemophilus_influenzae_477.mat,1267,678,356,269,35,44,6
Streptococcus_pneumoniae_GA44288.mat,1103,579,258,263,17,56,5
Bacillus_cereus_VD022.mat,2014,1232,730,320,90,177,8
Streptococcus_mutans_5DC8.mat,1370,853,490,300,30,75,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_0956.mat,1882,845,437,283,76,103,6
Enterococcus_faecalis_7430275_3.mat,1244,682,337,277,25,60,6
Pseudomonas_psychrophila_RGCB_166.mat,1567,917,548,288,72,58,7
Leuconostoc_lactis_KACC_91922.mat,1053,610,345,228,20,41,6
Enterococcus_faecalis_B5035.mat,1233,661,328,276,23,49,6
Staphylococcus_aureus_M0943.mat,1407,730,348,278,49,84,6
Corynebacterium_argentoratense_CNM_46305_c1.mat,899,582,320,213,34,39,5
Delftia_acidovorans_SPH_1.mat,1824,1022,615,259,124,127,8
Klebsiella_pneumoniae_VAKPC254.mat,2610,1323,833,279,112,190,8
Campylobacter_fetus_subsp_fetus_82_40.mat,1194,777,390,323,30,60,8
Enterococcus_faecalis_ERR1203928.mat,1161,623,321,255,24,40,6
