model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Lactobacillus_ultunensis_DSM_16047.mat,922,607,425,147,18,36,5
Escherichia_coli_P0299917_2.mat,3189,901,438,305,79,128,7
Enterococcus_faecalis_TX1342.mat,1222,643,326,272,26,38,6
Streptococcus_mutans_TCI_294.mat,1387,862,503,298,28,73,7
Bacillus_fordii_DSM_16014.mat,1516,908,535,261,115,95,8
Staphylococcus_aureus_PPUKM_775_2009.mat,1387,728,355,269,50,84,6
Streptococcus_thermophilus_CNRZ1066.mat,1315,1152,449,668,26,76,7
Bacteroides_fragilis_ERR2230137.mat,1303,671,332,282,28,53,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SE8a.mat,2324,1227,761,291,96,163,7
Staphylococcus_aureus_M0424.mat,1411,734,348,282,51,84,6
Enterococcus_faecium_E3346.mat,1073,597,322,215,24,50,6
Pediococcus_acidilactici_7_4.mat,875,554,404,111,15,39,4
Parabacteroides_distasonis_ERR1022415.mat,1359,708,355,299,29,53,5
Lachnoclostridium_nov_ERR2230151.mat,1130,711,400,270,36,43,6
Streptococcus_mutans_A19.mat,1380,838,480,297,28,73,7
Paeniclostridium_sordellii_W2946.mat,1090,608,390,186,24,24,5
Listeria_monocytogenes_FSL_J1_194.mat,1637,1005,581,321,104,104,8
Streptococcus_agalactiae_GB00933.mat,2196,859,494,288,39,91,8
Escherichia_coli_536A.mat,3186,862,441,289,77,106,7
Acinetobacter_calcoaceticus_NIPH_13.mat,1925,1169,712,318,87,137,8
Staphylococcus_aureus_subsp_aureus_M809.mat,1379,742,356,284,49,82,5
Brachyspira_aalborgi_PC3714II.mat,1100,695,351,314,20,27,4
Brachyspira_aalborgi_PC5587_p.mat,1090,695,350,315,20,27,4
Staphylococcus_aureus_M0108.mat,1401,734,350,278,51,86,6
Lachnospiraceae_bacterium_3_1_46FAA.mat,936,601,332,235,24,31,4
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SE15_1.mat,2338,1234,766,290,98,164,7
Enterococcus_faecalis_TX0012.mat,1563,965,576,291,39,107,8
Staphylococcus_aureus_M1095.mat,1407,730,348,278,49,84,6
Enterococcus_faecalis_CH570.mat,1232,659,328,276,21,47,6
Yersinia_enterocolitica_NFO.mat,2083,1174,735,309,72,131,7
Enterococcus_faecalis_FA2_2.mat,1254,672,325,275,27,62,6
Acinetobacter_baumannii_ABNIH25.mat,1551,860,455,295,70,88,7
Tetragenococcus_koreensis_NBRC_106072.mat,1033,586,318,224,31,37,6
Prevotella_shahii_JCM_12083.mat,1045,704,386,291,21,23,7
Streptococcus_agalactiae_GB00300.mat,2184,847,477,290,43,97,7
Lactobacillus_rhamnosus_ERR2221226.mat,1161,619,313,254,37,43,5
Lactobacillus_salivarius_CECT_5713.mat,1255,757,476,215,40,79,8
Bacteroides_vulgatus_ERR1022411.mat,1363,656,305,292,30,55,5
Streptococcus_pneumoniae_GA47976.mat,1101,587,254,275,17,56,5
Streptococcus_mutans_NLML9.mat,1384,833,482,297,30,66,7
Corynebacterium_provencense_DSM_101074.mat,1024,670,426,181,42,50,6
Klebsiella_oxytoca_E718.mat,1976,904,519,259,77,100,7
Paeniclostridium_sordellii_SSCC42239.mat,1076,626,380,214,24,26,5
Acinetobacter_baumannii_Ab11111.mat,1556,864,459,295,70,88,7
Staphylococcus_cohnii_subsp_cohnii_532.mat,1284,790,460,254,47,64,6
Solobacterium_moorei_F0204.mat,959,558,301,221,24,29,7
Enterococcus_faecium_E2620.mat,1068,607,334,216,21,50,6
Enterococcus_faecalis_X98.mat,1572,968,571,289,41,117,8
Streptococcus_agalactiae_GB00226.mat,2187,854,490,288,37,91,7
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19593.mat,2370,1254,768,290,96,184,7
Escherichia_coli_O26_H11_str_CVM9942.mat,3164,868,433,288,73,117,7
Enterococcus_faecalis_TX1302.mat,1204,647,328,274,26,38,6
Clostridium_pasteurianum_BC1.mat,1244,750,458,248,36,38,5
Staphylococcus_aureus_M0799.mat,1409,732,348,278,51,84,6
Acinetobacter_baumannii_UMB003.mat,1582,881,476,295,70,88,7
Bacteroides_sp_2_1_7.mat,1349,869,521,276,34,74,6
Acinetobacter_baumannii_6013150.mat,1495,842,444,303,73,70,7
Bacillus_cereus_VD118.mat,1960,1169,697,314,82,153,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CVM_N202.mat,1876,846,439,285,74,103,6
Escherichia_coli_P0304816_8.mat,3202,897,435,304,77,128,7
Staphylococcus_aureus_subsp_aureus_WW2703_97.mat,1381,737,353,282,49,82,5
Bacillus_cereus_VD102.mat,2058,1244,764,314,88,159,8
Streptococcus_pneumoniae_EU_NP03.mat,1109,575,247,270,19,58,5
Escherichia_coli_O104_H4_str_TY_2482.mat,3191,882,440,283,79,132,7
Streptococcus_agalactiae_MRI_Z1_038.mat,2161,830,484,284,37,75,7
Ureaplasma_parvum_serovar_3_str_ATCC_27815.mat,527,410,159,235,4,18,6
Shigella_dysenteriae_1617.mat,2872,854,497,254,50,86,7
Campylobacter_ureolyticus_CIT007.mat,902,550,253,270,21,22,5
Acinetobacter_haemolyticus_TG21157.mat,1767,1114,733,266,73,118,8
Stenotrophomonas_maltophilia_R551_3.mat,1811,1136,733,281,76,128,8
Paenibacillus_graminis_RSA19.mat,1352,791,439,280,46,67,7
Staphylococcus_aureus_M1563.mat,1388,726,350,278,49,78,6
Mycobacterium_abscessus_M152.mat,1311,826,465,272,106,78,7
Escherichia_coli_EC1865.mat,3622,1246,736,296,107,204,8
Proteus_vulgaris_ATCC_49132.mat,1496,774,428,266,57,61,6
Escherichia_coli_ED1a.mat,3586,1236,761,259,97,201,8
Klebsiella_pneumoniae_540_1460.mat,2608,1318,829,279,112,187,8
Acinetobacter_baumannii_AB_908_12.mat,1555,864,459,295,70,88,7
Campylobacter_jejuni_subsp_jejuni_IA3902.mat,1368,895,470,340,55,88,7
Leuconostoc_citreum_LBAE_C10.mat,994,566,330,207,75,24,5
Klebsiella_pneumoniae_VAKPC270.mat,2612,1325,835,284,112,181,8
Enterococcus_faecalis_B16457.mat,1217,655,314,274,25,59,6
Christensenellaceae_nov_ERR1022455.mat,907,595,345,227,22,26,4
Comamonas_terrigena_FDAARGOS_394_pRIID_98.mat,1383,862,527,276,46,48,6
Paeniclostridium_sordellii_SSCC37615.mat,1071,637,394,211,24,26,5
Lactococcus_lactis_subsp_cremoris_NZ9000.mat,1214,631,303,282,24,43,5
Burkholderia_cenocepacia_J2315.mat,2435,1428,942,305,124,172,8
Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305.mat,1433,821,462,259,50,90,8
Streptococcus_agalactiae_GB00013.mat,2199,841,469,290,45,99,7
Staphylococcus_aureus_M1062.mat,1407,730,348,278,49,84,6
Escherichia_coli_P0304799_3.mat,3177,892,439,301,79,120,7
Tatumella_ptyseos_ATCC_33301.mat,1632,835,450,300,60,74,8
Enterococcus_faecalis_ERR2230129.mat,1132,603,302,256,26,39,6
Bacteroidales_nov_ERR2221200.mat,1004,662,345,278,19,33,6
Bacillus_cereus_HuB13_1.mat,2032,1242,743,319,84,177,8
Enterococcus_faecalis_ATCC_35038.mat,1563,957,584,272,41,111,8
Enterococcus_faecium_7330884_2.mat,1056,570,299,215,23,47,6
Staphylococcus_vitulinus_F1028.mat,1441,811,449,239,61,104,7
Treponema_vincentii_ATCC_35580.mat,1158,638,318,285,27,32,6
Acinetobacter_calcoaceticus_TG19588.mat,1938,1184,724,318,90,137,8
Helicobacter_pylori_CPY1662.mat,1287,828,459,316,33,73,7
Leuconostoc_gelidum_subsp_gasicomitatum_C122c.mat,933,545,303,217,20,24,4
Salmonella_enterica_subsp_enterica_serovar_Agona_str_54_O_08.mat,2348,1243,770,289,94,172,7
Staphylococcus_aureus_M0270.mat,1409,732,348,278,51,84,6
Anaerococcus_hydrogenalis_DSM_7454.mat,858,549,372,133,31,45,5
Streptococcus_agalactiae_FSL_C1_487.mat,2201,836,465,286,45,97,8
Escherichia_coli_EC1849.mat,3581,1258,752,299,102,199,8
Enterococcus_faecium_E1590.mat,1092,595,320,214,25,50,6
Treponema_denticola_ATCC_33521.mat,1129,616,308,265,31,39,5
Cronobacter_sakazakii_E764.mat,2013,1121,756,250,76,99,8
Ureaplasma_urealyticum_serovar_4_str_ATCC_27816.mat,521,424,161,261,4,4,6
Escherichia_coli_KTE113.mat,3583,1217,722,292,99,188,8
Escherichia_coli_O111_H8_str_CVM9570.mat,3154,855,435,287,75,107,7
Staphylococcus_aureus_A5937.mat,1386,726,367,261,49,78,6
Streptococcus_pneumoniae_R6M2_PG.mat,1086,581,260,268,16,52,5
Campylobacter_coli_2685.mat,1420,938,503,342,57,88,7
Bifidobacterium_breve_NCFB_2258.mat,1034,526,250,226,27,42,5
Enterococcus_faecium_VRE_108.mat,1894,602,326,215,25,52,6
Lactobacillus_nov_ERR2221384.mat,1026,616,362,218,32,30,5
Enterococcus_faecalis_TR197.mat,1235,661,326,275,23,54,6
Enterococcus_faecalis_RM3817.mat,1259,676,331,274,25,63,6
Escherichia_coli_8_0416.mat,3605,1259,749,301,108,201,8
Escherichia_coli_DEC6C.mat,3572,1228,740,290,92,184,8
Staphylococcus_aureus_M0171.mat,1409,733,348,279,51,84,6
Bacillus_cereus_BAG6O_1.mat,2031,1244,754,312,80,172,8
Enterococcus_faecalis_Com7.mat,1241,666,321,275,27,60,6
Escherichia_coli_O104_H4_str_11_04080.mat,3625,1266,738,297,113,221,8
Dorea_nov_ERR2230118.mat,1025,669,396,233,27,38,5
Helicobacter_pylori_Hp_H_4.mat,1281,819,448,314,33,75,7
Enterococcus_faecalis_C19315WT.mat,2062,689,340,276,27,65,6
Enterococcus_faecalis_UAA903.mat,1244,675,335,279,25,51,6
Streptococcus_agalactiae_BSU174.mat,2179,835,467,288,41,95,7
Acidaminococcus_massiliensis_Marseille_P2828.mat,1018,890,408,439,36,47,5
Escherichia_coli_KTE26.mat,3621,1226,723,300,107,190,8
Campylobacter_sp_10_1_50.mat,991,646,306,306,26,27,5
Bacillus_cereus_BAG1O_1.mat,2047,1247,762,307,84,171,8
Staphylococcus_lugdunensis_M23590.mat,1635,1052,655,283,59,113,7
Staphylococcus_aureus_M0792.mat,1392,730,348,278,49,84,6
Parascardovia_denticolens_F0305.mat,825,467,246,195,14,19,6
Mycobacterium_abscessus_3A_0122_S.mat,1335,843,480,275,110,75,7
Helicobacter_pylori_GAMchJs124i.mat,1300,916,462,398,35,81,7
Sphingosinicella_microcystinivorans_DSM_19791.mat,1211,709,337,296,46,70,6
Lactobacillus_acidipiscis_ACA_DC_1533.mat,953,555,318,204,28,27,6
Oceanobacillus_caeni_HM6.mat,1240,720,437,223,39,54,6
Bifidobacterium_animalis_lactis_V9.mat,921,489,236,201,25,45,6
Escherichia_coli_MS_84_1.mat,3629,1232,722,293,103,205,8
Eubacterium_plexicaudatum_ASF492.mat,1079,695,370,283,25,41,5
Escherichia_coli_P0304816_3.mat,3200,893,437,304,77,122,7
Enterococcus_faecium_VAN_342.mat,1083,583,312,212,23,50,6
Gardnerella_vaginalis_14019_MetR.mat,832,483,209,241,21,29,6
Bacteroides_neonati_MS4.mat,1209,683,367,271,26,39,5
Bacillus_megaterium_NBRC_15308_ATCC_14581.mat,1539,859,473,272,119,89,6
Enterococcus_faecalis_WH571.mat,1252,684,342,275,25,59,6
Escherichia_coli_MP021552_11.mat,3652,1260,748,294,101,204,8
Cutibacterium_acnes_HL037PA2.mat,1183,680,356,241,40,71,5
Brachybacterium_paraconglomeratum_LC44.mat,1355,808,451,260,64,83,8
Fusobacterium_nucleatum_13_3C.mat,1104,626,359,222,25,37,6
Bacillus_cereus_BAG1X2_2.mat,2037,1240,759,312,80,165,8
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21538.mat,2376,1248,765,288,98,181,7
Listeria_monocytogenes_Finland_1988.mat,1346,732,320,343,89,66,7
Staphylococcus_aureus_M1228.mat,1395,732,346,282,51,82,6
Listeria_monocytogenes_10403S.mat,1735,1061,626,317,112,123,8
Staphylococcus_aureus_M0964.mat,1392,730,348,278,49,84,6
Alistipes_senegalensis_JC50.mat,2334,600,360,206,23,33,6
Escherichia_coli_TW10119.mat,3145,862,441,285,70,106,7
Staphylococcus_aureus_M1309.mat,1387,745,356,287,49,84,6
Dorea_formicigenerans_ERR2221257.mat,1140,683,356,287,28,47,4
Blautia_luti_ERR1022471.mat,1094,672,386,237,27,50,5
Streptococcus_pneumoniae_2070005.mat,1107,572,241,273,17,56,5
Blautia_nov_ERR1022294.mat,1125,758,434,277,27,47,5
Achromobacter_insuavis_AXX_A.mat,1631,980,545,322,127,94,7
Escherichia_coli_O104_H4_str_ON2010.mat,3640,1265,736,298,115,221,8
Cutibacterium_acnes_HL002PA3.mat,2365,974,553,291,57,134,7
Treponema_socranskii_subsp_socranskii_VPI_DR56BR1116_ATCC_35536.mat,1165,678,345,288,33,46,5
Streptococcus_infantis_SK1076.mat,1196,791,509,233,24,64,8
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_GZ9A00052.mat,1845,809,403,273,78,111,6
Microbacterium_gubbeenense_DSM_15944.mat,1219,727,401,260,47,55,8
Streptococcus_mutans_TCI_145.mat,1386,861,502,298,28,73,7
Treponema_medium_ATCC_700293.mat,1077,625,331,267,20,21,6
Bacteroides_dorei_CL03T12C01.mat,2488,1051,650,287,52,123,7
Escherichia_coli_KTE240.mat,3573,1223,729,290,98,190,8
Enterococcus_faecalis_UAA948.mat,1234,675,329,279,27,57,6
Pseudomonas_putida_KT2440.mat,1720,945,506,311,85,93,7
Acinetobacter_baumannii_AB_TG19617.mat,1550,853,459,286,69,85,7
Bifidobacterium_breve_12L.mat,1045,524,257,220,27,39,5
Streptococcus_agalactiae_CCUG_37742.mat,2192,857,485,294,43,94,7
Dorea_sp_D27.mat,1041,914,418,452,43,58,6
Terrisporobacter_nov_ERR2221319.mat,1083,645,395,218,26,29,4
Corynebacterium_ulcerans_BR_AD22.mat,1302,821,547,179,52,100,8
Helicobacter_pylori_Hp_H_6.mat,1285,821,447,318,35,72,7
Klebsiella_pneumoniae_VAKPC297.mat,2608,1319,831,279,112,186,8
Selenomonas_infelix_ATCC_43532.mat,1124,676,355,278,25,40,4
Escherichia_coli_PA19.mat,3143,866,445,285,70,106,7
Lactobacillus_animalis_KCTC_3501.mat,1065,669,405,208,21,52,7
Vibrio_shilonii_AK1.mat,1555,832,452,282,58,79,6
Bacteroides_vulgatus_ERR2221256.mat,1314,680,329,292,30,55,5
Eubacterium_rectale_ERR1022482.mat,1142,638,341,251,25,45,5
Streptococcus_agalactiae_A909.mat,2042,685,337,286,29,66,6
Escherichia_coli_MP021017_11.mat,3612,1253,745,290,97,206,8
Streptococcus_cristatus_ATCC_51100.mat,1054,609,332,235,21,54,7
Proteus_mirabilis_HI4320.mat,1977,1126,710,273,81,140,7
uncultured_Ruminococcus_sp_ERR1022403.mat,1226,701,459,173,38,64,6
Staphylococcus_aureus_M1275.mat,1391,723,347,278,49,78,6
Dysgonomonas_gadei_ATCC_BAA_286.mat,1352,767,425,265,41,72,8
Enterococcus_faecium_E1634.mat,1061,585,319,214,19,47,6
Lactobacillus_jensenii_269_3.mat,1983,746,447,237,26,95,8
Escherichia_coli_2730450.mat,3600,1238,730,289,99,199,8
Blautia_nov_ERR1022340.mat,1062,701,400,258,27,43,5
Selenomonas_noxia_F0398.mat,1062,617,285,288,27,41,4
Mediterraneibacter_massiliensis_DSM_100837.mat,1002,676,376,233,28,63,5
Streptococcus_pneumoniae_GA41301.mat,1102,589,256,273,17,58,5
Pediococcus_acidilactici_ERR2221299.mat,882,527,284,208,24,29,6
Staphylococcus_epidermidis_W23144.mat,1651,1023,613,288,65,115,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CHS4.mat,2320,1227,755,294,98,164,7
Escherichia_coli_NC101.mat,3585,1217,720,292,101,190,8
Acinetobacter_baumannii_NIPH_528.mat,1571,874,469,295,70,88,7
Comamonas_terrigena_NBRC_13299.mat,1386,865,530,276,46,48,6
Mycobacterium_abscessus_3A_0810_R.mat,1335,843,480,275,110,75,7
Aerococcus_viridans_LL1.mat,1321,845,550,210,31,93,8
Acinetobacter_baumannii_AB_1536_8.mat,1570,864,453,292,72,97,7
Pseudomonas_aeruginosa_PAK.mat,2186,1277,775,318,111,171,8
Listeria_monocytogenes_SLCC_7179.mat,1345,732,322,343,89,64,7
Streptococcus_pneumoniae_GA47210.mat,1096,588,249,279,17,58,5
Klebsiella_variicola_KV321_ZB100000.mat,1932,883,449,298,75,111,7
Bradyrhizobium_yuanmingense_CCBAU_25021.mat,1395,901,500,327,106,76,7
Streptococcus_infantis_ATCC_700779.mat,1028,601,299,260,16,60,6
Capnocytophaga_sp_CM59.mat,1038,594,288,273,23,27,5
Enterococcus_faecium_E3083.mat,1077,591,321,211,23,50,6
Helicobacter_pylori_Hp_P_28b.mat,1308,847,476,311,35,75,7
Bifidobacterium_longum_DJO10A.mat,1965,612,287,266,35,50,6
Escherichia_coli_MS_79_10.mat,1932,845,407,312,67,98,7
Staphylococcus_epidermidis_VCU128.mat,1661,1049,611,304,71,121,7
Lysinibacillus_sphaericus_OT4b_31.mat,1772,1163,758,291,87,131,8
Staphylococcus_aureus_M1462.mat,1411,734,348,282,51,84,6
Selenomonas_sputigena_ATCC_35185.mat,1132,635,326,265,21,43,5
Escherichia_coli_PCN033.mat,3184,876,440,305,77,105,7
Streptococcus_mutans_TCI_173.mat,1381,852,489,302,28,73,7
Bacteroides_sp_14_A.mat,1292,676,383,243,31,42,5
Enterococcus_faecalis_S613.mat,1554,936,549,285,37,107,8
Streptococcus_mutans_TCI_278.mat,1384,857,494,300,30,75,7
Acinetobacter_radioresistens_SH164.mat,1721,1079,720,244,75,102,8
Bacillus_cereus_BAG6X1_2.mat,1980,1157,679,309,86,160,7
Acinetobacter_sp_OIFC021.mat,1550,857,445,294,73,95,7
Campylobacter_jejuni_subsp_jejuni_81116.mat,1345,877,458,338,51,84,7
Lactobacillus_rhamnosus_LRHMDP2.mat,2268,894,532,268,42,99,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_34_H_09.mat,2346,1238,765,289,94,172,7
Adlercreutzia_equolifaciens_ERR2221192.mat,869,560,307,216,19,41,5
Staphylococcus_aureus_M0363.mat,1390,731,349,278,49,84,6
Streptococcus_agalactiae_LMG_15091.mat,1896,594,293,250,25,47,5
Enterococcus_faecalis_599951.mat,1239,681,331,275,27,65,6
Cutibacterium_acnes_HL046PA2.mat,2370,962,551,281,57,134,7
Bacillus_amyloliquefaciens_FZB42.mat,1587,848,448,267,122,105,6
Campylobacter_upsaliensis_JV21.mat,1015,924,423,457,36,69,5
Bacillus_cereus_BAG6O_2.mat,1970,1156,682,314,82,156,7
Escherichia_coli_SEPT362.mat,3189,885,435,304,77,111,7
Paenisporosarcina_sp_HGH0030.mat,1219,748,431,273,93,43,6
Bacteroides_barnesiae_DSM_18169_JCM_13652.mat,1103,610,302,262,21,42,6
Peptoniphilus_duerdenii_ATCC_BAA_1640.mat,781,548,269,257,18,24,5
Streptococcus_mutans_R221.mat,1364,821,466,294,30,73,7
Acinetobacter_baumannii_OIFC338.mat,1569,866,460,295,73,88,7
Bacteroides_sp_9_1_42FAA.mat,2100,750,465,206,39,77,6
Bacteroides_fragilis_str_3397_T10.mat,1334,685,372,259,30,49,5
Acinetobacter_lwoffii_WJ10621.mat,1492,843,412,318,70,93,8
Micrococcus_luteus_NDB3Y10.mat,1116,687,317,311,41,51,6
Escherichia_coli_EC4448.mat,3577,1254,748,299,102,199,8
Staphylococcus_aureus_subsp_aureus_MSHR1132.mat,1360,741,388,254,51,80,6
Enterococcus_faecalis_RC73.mat,1248,676,331,274,25,63,6
Bacillus_thuringiensis_serovar_chinensis_CT_43.mat,1544,847,464,260,63,106,6
Anaerococcus_prevotii_DSM_20548.mat,1025,625,359,224,21,33,7
Escherichia_coli_O26_H11_str_CVM10224.mat,3174,870,439,284,75,117,7
Staphylococcus_warneri_SG1.mat,2292,835,425,285,64,109,7
Desulfovibrio_desulfuricans_subsp_aestuarii_DSM_17919_ATCC_29578.mat,1252,733,322,329,39,76,5
Bifidobacterium_longum_ERR2221409.mat,1090,574,274,249,29,41,5
Brevundimonas_subvibrioides_ATCC_15264.mat,1191,740,368,300,44,67,6
Achromobacter_xylosoxidans_ERR2221245.mat,1599,944,555,304,118,61,7
Escherichia_coli_O121_H19_str_MT_2.mat,3207,869,432,283,77,124,7
Enterococcus_faecium_UAA1019.mat,1079,593,319,215,23,50,6
Lactobacillus_fermentum_28_3_CHN.mat,1430,956,605,268,44,86,8
Lactobacillus_kalixensis_DSM_16043.mat,915,586,325,237,21,21,5
Escherichia_coli_174750.mat,3624,1245,734,296,99,196,8
Clostridium_jeddahense_JCD.mat,1041,634,380,213,29,40,6
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm8.mat,2375,1245,773,291,94,169,7
Escherichia_coli_P0304816_12.mat,3200,870,433,283,77,122,7
Escherichia_coli_O104_H4_str_Ec11_4984.mat,3624,1265,737,297,113,221,8
Collinsella_stercoris_DSM_13279.mat,764,518,298,170,31,54,5
Corynebacterium_coyleae_UMB0147_16933_8_1_1.mat,955,587,324,216,39,37,5
Staphylococcus_lentus_ERR2221130.mat,1329,773,429,259,55,68,5
Prevotella_baroniae_DSM_16972_JCM_13447.mat,930,559,287,241,19,25,6
Bilophila_wadsworthia_ATCC_49260.mat,1218,743,413,276,34,56,5
Campylobacter_coli_84_2.mat,1399,928,498,341,55,84,7
Escherichia_coli_P0298942_7.mat,3199,876,435,287,77,121,7
Mobiluncus_curtisii_ATCC_43063.mat,984,615,312,224,37,81,7
Enterococcus_faecalis_ERV25.mat,1567,953,564,287,41,111,8
Streptococcus_agalactiae_LMG_14838.mat,2171,831,483,284,39,77,7
Romboutsia_nov_ERR1022466.mat,984,610,396,192,18,17,4
Sinobacterium_caligoides_DSM_100316.mat,1263,780,435,271,42,67,6
Lactobacillus_plantarum_16.mat,1587,959,625,220,49,119,8
Eggerthella_lenta_11C.mat,1173,828,504,276,37,67,7
Helicobacter_pylori_Hp_P_2b.mat,1282,832,464,310,31,75,7
Staphylococcus_aureus_B40723.mat,1403,731,364,261,49,84,6
Bacillus_cereus_HuB5_5.mat,2006,1224,738,308,82,169,8
Staphylococcus_lugdunensis_HKU09_01.mat,1403,820,456,266,46,88,7
Haemophilus_influenzae_86_028NP.mat,1370,713,373,265,29,65,6
Escherichia_coli_1_2264.mat,3625,1243,722,295,111,211,8
Escherichia_coli_PA15.mat,3142,864,443,285,70,106,7
Listeria_monocytogenes_SLCC2376.mat,1709,1024,606,310,112,110,8
Moraxella_catarrhalis_12P80B1.mat,1089,734,345,322,30,62,5
Sarcina_nov_ERR1022285.mat,1199,680,439,200,31,36,5
Campylobacter_coli_LMG_23342.mat,1374,903,479,342,49,84,7
Escherichia_coli_FRIK1997.mat,3586,1264,761,299,102,196,8
Escherichia_coli_O157_H7_str_EC4042.mat,3138,864,443,285,70,106,7
Enterococcus_faecium_CRL1879.mat,1102,628,343,216,77,58,6
Blautia_luti_ERR1022337.mat,1075,653,353,250,27,52,5
Mycobacterium_abscessus_subsp_bolletii_50594.mat,1321,798,473,238,104,76,7
Lactobacillus_fermentum_ATCC_14931.mat,1009,696,519,122,30,52,5
Acinetobacter_baumannii_BZICU_2.mat,1571,859,457,292,72,88,7
Escherichia_coli_ThroopD.mat,3201,890,436,305,73,123,7
Escherichia_coli_P0299483_3.mat,3204,878,438,284,77,126,7
Staphylococcus_aureus_M0822.mat,1392,731,348,279,49,84,6
Parabacteroides_goldsteinii_CL02T12C30.mat,2539,1036,649,285,54,120,8
Staphylococcus_aureus_O11.mat,1385,730,345,282,54,82,6
Helicobacter_pylori_NQ4191.mat,1281,835,452,330,33,73,7
Enterococcus_faecium_TX0133A.mat,1420,896,574,233,35,90,7
Prevotella_buccae_ATCC_33574.mat,1222,702,388,264,26,48,8
Streptococcus_mutans_24.mat,1403,858,504,297,30,69,7
Streptococcus_pneumoniae_SP19_BS75.mat,1106,583,265,265,15,51,5
Enterococcus_faecium_9830091_5.mat,1065,571,300,215,23,47,6
Escherichia_coli_PA5.mat,3144,864,443,285,70,106,7
Pseudomonas_putida_PC2.mat,1626,884,454,318,79,80,7
Clostridium_lavalense_NLAE_zl_G277.mat,1217,752,444,248,44,59,5
Streptococcus_oralis_subsp_tigurinus_1366.mat,915,524,280,208,20,32,6
Alloscardovia_omnicolens_1036_GVAG_103_587_17548_30_31.mat,798,470,227,217,14,20,4
Streptococcus_agalactiae_CCUG_37740.mat,2208,849,478,290,45,98,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1457.mat,1878,844,438,283,76,103,6
Eubacterium_rectale_M104_1.mat,1159,710,468,187,32,56,6
Parapedobacter_koreensis_Jip14.mat,1267,774,437,267,48,58,6
Staphylococcus_aureus_M0171.mat,1409,732,348,278,51,84,6
Enterococcus_faecalis_C19315WT.mat,2062,688,340,275,27,65,6
Staphylococcus_lugdunensis_M23590.mat,1635,1051,655,282,59,113,7
Bacillus_megaterium_NBRC_15308_ATCC_14581.mat,1539,860,473,273,119,89,6
Staphylococcus_aureus_M1228.mat,1395,733,346,283,51,82,6
Cutibacterium_acnes_HL002PA3.mat,2365,976,553,293,57,134,7
Enterococcus_faecalis_UAA948.mat,1234,676,329,280,27,57,6
Streptococcus_agalactiae_CCUG_37742.mat,2192,858,485,295,43,94,7
Streptococcus_pneumoniae_GA41301.mat,1102,588,256,272,17,58,5
Staphylococcus_epidermidis_VCU128.mat,1661,1048,611,303,71,121,7
Cutibacterium_acnes_HL046PA2.mat,2370,963,551,282,57,134,7
Bacillus_thuringiensis_serovar_chinensis_CT_43.mat,1544,846,464,259,63,106,6
Staphylococcus_lugdunensis_HKU09_01.mat,1403,819,456,265,46,88,7
Streptococcus_pneumoniae_SP19_BS75.mat,1106,584,265,266,15,51,5
Dialister_succinatiphilus_YIT_11850.mat,1193,779,434,285,29,61,6
Escherichia_coli_180600.mat,3629,1234,728,291,105,192,8
Bifidobacterium_bifidum_PRL2010.mat,1158,576,252,252,41,66,6
Escherichia_coli_KTE37.mat,3585,1243,729,309,93,194,8
Clostridium_perfringens_D_str_JGS1721.mat,2442,968,594,288,55,95,8
Helicobacter_pylori_Hp_P_26.mat,1285,821,441,320,33,75,7
Escherichia_coli_DEC13C.mat,3618,1247,734,297,111,208,8
Clostridium_polynesiense_MS1.mat,1073,726,413,280,21,32,5
Escherichia_coli_DEC5D.mat,3597,1267,759,299,104,199,8
Escherichia_fergusonii_ATCC_35469.mat,2032,924,489,278,68,136,8
Lysinibacillus_fusiformis_ZC1.mat,1809,1190,763,299,89,139,8
Staphylococcus_aureus_A9765.mat,1404,732,370,265,49,79,6
Staphylococcus_aureus_M0695.mat,1411,734,358,278,47,78,6
Enterococcus_faecalis_B2488.mat,1233,661,328,276,23,49,6
Enterorhabdus_mucosicola_DSM_19490.mat,919,620,326,256,19,40,5
Numidum_massiliense_mt3.mat,1272,780,432,283,90,65,5
Paraclostridium_bifermentans_Cbm.mat,1089,649,407,210,28,26,5
Ochrobactrum_intermedium_LMG_3301.mat,1673,979,522,330,123,105,8
Staphylococcus_hominis_SK119.mat,1613,1029,629,277,66,120,7
Haemophilus_haemolyticus_HK386.mat,1465,911,573,255,29,86,7
Campylobacter_coli_H56.mat,1409,924,491,340,55,88,7
Staphylococcus_aureus_subsp_aureus_VRS6.mat,1387,725,349,278,49,78,6
Bifidobacterium_bifidum_156B.mat,1023,525,230,246,23,43,5
Olsenella_uli_DSM_7084.mat,1018,665,387,223,35,56,8
