MicrobeID,Phylum,Kingdom,Host,Oxygen Requirement
Bacteroides_xylanisolvens_ERR2221139,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Bacteroides_xylanisolvens_ERR2221366,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Bacteroides_xylanisolvens_ERR2230096,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Bacteroides_xylanisolvens_ERR2230097,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Bacteroides_xylanisolvens_SD_CC_1b,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Bacteroides_xylanisolvens_XB1A,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Bacteroides_xylanolyticus_DSM_3808,Firmicutes,Bacteria,Mouse,Obligate anaerobe
Bacteroidetes_bacterium_oral_taxon_272_str_F0290,Bacteroidetes,Bacteria,Human,Anaerobe
Bacteroidetes_oral_taxon_274_str_F0058,Bacteroidetes,Bacteria,Human,Anaerobe
Barnesiella_intestinihominis_ERR1203957,Bacteroidetes,Bacteria,Human,Anaerobe
Barnesiella_intestinihominis_ERR1204051,Bacteroidetes,Bacteria,Human,Anaerobe
Barnesiella_intestinihominis_ERR2221140,Bacteroidetes,Bacteria,Human,Anaerobe
Barnesiella_intestinihominis_ERR2230085,Bacteroidetes,Bacteria,Human,Anaerobe
Barnesiella_intestinihominis_YIT_11860,Bacteroidetes,Bacteria,Human,Anaerobe
Barnesiella_viscericola_DSM_18177,Bacteroidetes,Bacteria,Mouse,Obligate anaerobe
Bartonella_quintana_RM_11,Proteobacteria,Bacteria,Human,Aerobe
Bartonella_quintana_Toulouse,Proteobacteria,Bacteria,Human,Aerobe
Bdellovibrio_bacteriovorus_HD100,Proteobacteria,Bacteria,Human,Aerobe
Bdellovibrio_bacteriovorus_SSB218315,Proteobacteria,Bacteria,Human,Aerobe
Bdellovibrio_bacteriovorus_str_Tiberius,Proteobacteria,Bacteria,Human,Aerobe
Bdellovibrio_bacteriovorus_W,Proteobacteria,Bacteria,Human,Aerobe
Beduini_massiliensis_DSM_100188,Firmicutes,Bacteria,Human,
Bifidobacterium_adolescentis_ATCC_15703,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_BBMN23,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_DSM_20087,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR1022283,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR1022320,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR1022366,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR1203960,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR2221193,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR2221322,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR2230053,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR2230077,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_ERR2230153,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_adolescentis_L2_32,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_angulatum_DSM_20098,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_angulatum_GT102,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_ERR2221337,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_ERR2221385,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_lactis_AD011,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_lactis_BB_12,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_lactis_Bi_07,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_lactis_CNCM_I_2494,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_lactis_DSM_10140,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_lactis_V9,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_RH,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_subsp_animalis_ATCC_25527,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_subsp_animalis_ATCC_27672,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_subsp_animalis_YL2,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_subsp_lactis_B420,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_subsp_lactis_BLC1,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_subsp_lactis_BS_01,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_animalis_subsp_lactis_HN019,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_asteroides_DSM_20089,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_asteroides_Hma3,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_asteroides_PRL2011,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_156B,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_ATCC_29521,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_BGN4,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_ERR1022335,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_LMG_13195,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_NCIMB_41171,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_PRL2010,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_bifidum_S17,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_boum_DSM_20432,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_12L,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_2L,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_689b,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_ACS_071_V_Sch8b,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_CECT_7263,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_DPC_6330,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_DSM_20213,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_ERR2230051,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_HPH0326,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_JCM_7017,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_JCM_7019,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_0121,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_0305,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_0476,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_1094,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_1114,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_1128,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_1340,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_1454,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_1604,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_MCC_1605,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_NCFB_2258,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_breve_UCC2003_NCIMB8807,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_catenulatum_DSM_16992,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_choerinum_DSM_20434,Actinobacteria,Bacteria,Mouse,Anaerobe
Bifidobacterium_coryneforme_Bma6,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_coryneforme_DSM_20216,Actinobacteria,Bacteria,Human,Obligate anaerobe
Bifidobacterium_dentium_ATCC_27678,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_dentium_ATCC_27679,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_dentium_Bd1,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_dentium_JCM_1195_DSM_20436,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_dentium_JCVIHMP022,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_gallicum_DSM_20093,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_indicum_LMG_11587_DSM_20214,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_kashiwanohense_DSM_21854,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_BG7,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_BXY01,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_DJO10A,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_E18,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_ERR2221141,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_ERR2221351,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_ERR2221409,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_ERR2230052,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_ERR2230120,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_ERR2230133,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_ERR2230158,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_infantis_157F_NC,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_infantis_ATCC_15697,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_longum_ATCC_55813,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_longum_BBMN68,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_longum_CCUG_52486,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_longum_JCM_1217,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_longum_JDM301,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_NCC2705,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_infantis_BT1,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_1_6B,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_2_2B,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_35B,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_44B,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_CMCC_P0001,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_F8,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_KACC_91563,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_longum_subsp_longum_NCIMB8809,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_mongoliense_DSM_21395,Actinobacteria,Bacteria,Human,Facultative anaerobe
Bifidobacterium_pseudocatenulatum_DSM_20438,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pseudocatenulatum_ERR1022356,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pseudocatenulatum_ERR1203976,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pseudocatenulatum_ERR1204070,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pseudocatenulatum_ERR2221142,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pseudocatenulatum_IPLA36007,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pullorum_DSM_20433,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_pullorum_LMG_21816,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_ruminantium_DSM_6489,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_scardovii_JCM_12489,Actinobacteria,Bacteria,Human,Facultative anaerobe
Bifidobacterium_sp_MSTE12,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_stercoris_DSM_24849,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_stercoris_ERR1204054,Actinobacteria,Bacteria,Human,Anaerobe
Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837,Actinobacteria,Bacteria,Human,Facultative anaerobe
Bifidobacterium_thermophilum_RBL67,Actinobacteria,Bacteria,Human,Anaerobe
Bilophila_sp_4_1_30,Proteobacteria,Bacteria,Human,Anaerobe
Bilophila_wadsworthia_3_1_6,Proteobacteria,Bacteria,Human,Anaerobe
Bilophila_wadsworthia_ATCC_49260,Proteobacteria,Bacteria,Human,Anaerobe
Bittarella_massiliensis_GD6,Firmicutes,Bacteria,Human,0
Blastococcus_massiliensis_AP3,Actinobacteria,Bacteria,Human,Aerobe
Blautia_coccoides_YL58,Firmicutes,Bacteria,Mouse,Anaerobe
Blautia_faecis_ERR2221099,Firmicutes,Bacteria,Human,Anaerobe
Blautia_gnavus_ERR1022310,Firmicutes,Bacteria,Human,Anaerobe
Blautia_gnavus_ERR1203926,Firmicutes,Bacteria,Human,Anaerobe
Blautia_gnavus_ERR171257,Firmicutes,Bacteria,Human,Anaerobe
Blautia_gnavus_ERR2221233,Firmicutes,Bacteria,Human,Anaerobe
Blautia_hansenii_VPI_C7_24_DSM_20583,Firmicutes,Bacteria,Human,Anaerobe
Blautia_hydrogenotrophica_DSM_10507,Firmicutes,Bacteria,Human,Anaerobe
Blautia_hydrogenotrophica_ERR1022315,Firmicutes,Bacteria,Human,Anaerobe
Blautia_luti_DSM_14534,Firmicutes,Bacteria,Human,Anaerobe
Blautia_luti_ERR1022337,Firmicutes,Bacteria,Human,Anaerobe
Blautia_luti_ERR1022379,Firmicutes,Bacteria,Human,Anaerobe
Blautia_luti_ERR1022471,Firmicutes,Bacteria,Human,Anaerobe
Blautia_luti_ERR1203942,Firmicutes,Bacteria,Human,Anaerobe
Blautia_luti_ERR2221098,Firmicutes,Bacteria,Human,Anaerobe
Blautia_massiliensis_GD9,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022275,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022294,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022295,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022302,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022306,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022338,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022339,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022340,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022378,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022424,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022426,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1022435,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1203955,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1204049,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR1204065,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221143,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221170,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221260,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221265,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221269,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221270,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221279,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221370,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221404,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2221410,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230061,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230064,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230066,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230067,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230071,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230072,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230073,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230075,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230099,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230110,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230116,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230130,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230136,Firmicutes,Bacteria,Human,Anaerobe
Blautia_nov_ERR2230152,Firmicutes,Bacteria,Human,Anaerobe
Blautia_obeum_ATCC_29174,Firmicutes,Bacteria,Human,Anaerobe
Blautia_producta_DSM_2950,Firmicutes,Bacteria,Human,Anaerobe
Blautia_producta_ERR171261,Firmicutes,Bacteria,Human,Anaerobe
Blautia_producta_ERR2221380,Firmicutes,Bacteria,Human,Anaerobe
Blautia_sp_YL58,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1022291,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1022304,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1022325,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1022357,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1022404,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1022479,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1203943,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1203966,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1204037,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR1204060,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR2221100,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR2221189,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR2230088,Firmicutes,Bacteria,Human,Anaerobe
Blautia_torques_ERR2230104,Firmicutes,Bacteria,Human,Anaerobe
Blautia_wexlerae_AGR2146,Firmicutes,Bacteria,Human,Anaerobe
Blautia_wexlerae_DSM_19850,Firmicutes,Bacteria,Human,Anaerobe
Blautia_wexlerae_ERR1022296,Firmicutes,Bacteria,Human,Anaerobe
Blautia_wexlerae_ERR1022377,Firmicutes,Bacteria,Human,Anaerobe
Blautia_wexlerae_ERR1022425,Firmicutes,Bacteria,Human,Anaerobe
Blautia_wexlerae_ERR1204036,Firmicutes,Bacteria,Human,Anaerobe
Blautia_wexlerae_ERR2230049,Firmicutes,Bacteria,Human,Anaerobe
Bordetella_hinzii_F582,Proteobacteria,Bacteria,Human,0
Bordetella_hinzii_OH87_BAL007II,Proteobacteria,Bacteria,Human,0
Borkfalkia_ceftriaxoniphila_HDS1380,Firmicutes,Bacteria,Human,0
Bosea_thiooxidans_DSM_9653,Proteobacteria,Bacteria,Human,Aerobe
Brachybacterium_paraconglomeratum_LC44,Actinobacteria,Bacteria,Human,Facultative
Brachyspira_aalborgi_513A,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC2022III,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC2777IV,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC3053II,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC3517II,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC3714II,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC390II,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC3939II,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC3997IV,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC4226IV,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC4580III,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC4597II,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC5099IV,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC5538III_lc,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC5587_p,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_PC5587_u,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_aalborgi_W1,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_pilosicoli_95_1000,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_pilosicoli_B2904,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_pilosicoli_P43_6_78,Spirochaetes,Bacteria,Human,Anaerobe
Brachyspira_pilosicoli_WesB,Spirochaetes,Bacteria,Human,Anaerobe
Bradyrhizobium_elkanii_USDA_76,Proteobacteria,Bacteria,Human,Aerobe
Bradyrhizobium_japonicum_E109,Proteobacteria,Bacteria,Human,Aerobe
Bradyrhizobium_japonicum_USDA_110,Proteobacteria,Bacteria,Human,Aerobe
Bradyrhizobium_japonicum_USDA_124,Proteobacteria,Bacteria,Human,Aerobe
Bradyrhizobium_japonicum_USDA_6,Proteobacteria,Bacteria,Human,Aerobe
Bradyrhizobium_japonicum_WSM2793,Proteobacteria,Bacteria,Human,Aerobe
Bradyrhizobium_yuanmingense_BR3267,Proteobacteria,Bacteria,Human,0
Bradyrhizobium_yuanmingense_CCBAU_05623,Proteobacteria,Bacteria,Human,0
Bradyrhizobium_yuanmingense_CCBAU_25021,Proteobacteria,Bacteria,Human,0
Bradyrhizobium_yuanmingense_CCBAU_35157,Proteobacteria,Bacteria,Human,0
Brevibacillus_agri_5_2,Firmicutes,Bacteria,Human,Aerobe
Brevibacillus_agri_BAB_2500,Firmicutes,Bacteria,Human,Aerobe
Brevibacillus_borstelensis_AK1,Firmicutes,Bacteria,Human,Aerobe
Brevibacillus_brevis_FJAT_0809_GLX,Firmicutes,Bacteria,Human,Aerobe
Brevibacillus_brevis_NBRC_100599,Firmicutes,Bacteria,Human,Aerobe
Brevibacterium_casei_S18,Actinobacteria,Bacteria,Human,Aerobe
Brevibacterium_linens_BL2,Actinobacteria,Bacteria,Human,Aerobe
Brevibacterium_massiliense_5401308,Actinobacteria,Bacteria,Human,Aerobe
Brevibacterium_senegalense_JC43,Actinobacteria,Bacteria,Human,Aerobe
Brevundimonas_bacteroides_DSM_4726,Proteobacteria,Bacteria,Human,0
Brevundimonas_diminuta_470_4,Proteobacteria,Bacteria,Human,Anaerobe
Brevundimonas_subvibrioides_ATCC_15264,Proteobacteria,Bacteria,Human,Aerobe
Brochothrix_thermosphacta_DSM_20171,Firmicutes,Bacteria,Human,Facultative
Bulleidia_extructa_W1219,Firmicutes,Bacteria,Human,Anaerobe
Burkholderia_cenocepacia_AU_1054,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderia_cenocepacia_H111,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderia_cenocepacia_HI2424,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderia_cenocepacia_J2315,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderia_cenocepacia_MC0_3,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderia_cenocepacia_PC184,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderia_cepacia_GG4,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderia_cepacia_LO6,Proteobacteria,Bacteria,Human,Obligate aerobe
Burkholderiales_bacterium_1_1_47,Proteobacteria,Bacteria,Human,Facultative
Burkholderiales_bacterium_YL45,Proteobacteria,Bacteria,Human,0
Butyricicoccus_nov_ERR2221182,Firmicutes,Bacteria,Human,0
Butyricicoccus_pullicaecorum_1_2,Firmicutes,Bacteria,Human,0
Butyricimonas_sp_Marseille_P2440,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Butyricimonas_synergistica_DSM_23225,Bacteroidetes,Bacteria,Human,Obligate anaerobe
Butyricimonas_virosa_DSM_23226,Bacteroidetes,Bacteria,Human,Anaerobe
Butyricimonas_virosa_ERR2221144,Bacteroidetes,Bacteria,Human,Anaerobe
Butyrivibrio_crossotus_DSM_2876,Firmicutes,Bacteria,Human,Anaerobe
Butyrivibrio_fibrisolvens_16_4,Firmicutes,Bacteria,Human,Anaerobe
Butyrivibrio_proteoclasticus_B316,Firmicutes,Bacteria,Human,Anaerobe
Caecibacter_massiliensis_DSM_100188,Firmicutes,Bacteria,Human,
Campylobacter_coli_1098,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_111_3,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_1148,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_132_6,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_1417,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_14983A,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_151_9,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_1891,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_1909,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_1948,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_1957,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_1961,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_202_04,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_2548,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_2553,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_2680,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_2685,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_2698,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_317_04,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_37_05,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_59_2,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_67_8,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_7_1,Proteobacteria,Bacteria,Human,Microaerophile
Campylobacter_coli_80352,Proteobacteria,Bacteria,Human,Microaerophile
