reaction_id,category
DM_aacald_c,Multiple
MN2tpp,Multiple
NI2t3pp,Multiple
PPAtex,Multiple
GALCTNLt2pp,Multiple
GALCTLO,Multiple
CLt3_2pp,Multiple
EX_ppal_e,Multiple
POR5,Multiple
SELGTHR,Multiple
SELGTHR3,Multiple
EX_slnt_e,Multiple
MALCOAMT,Multiple
PSCLYStex,Multiple
CU2tpp,Multiple
FE2t3pp,Multiple
MN2t3pp,Multiple
CD2tpp,Multiple
OGMEACPS,Multiple
OGMEACPR,Multiple
OPMEACPS,Multiple
LIPAabctex,Multiple
XYLK2,Multiple
GLDBRAN2,Multiple
LALADGLUtex,Multiple
S2FE2SR,Multiple
LALALGLUtpp,Multiple
CLIPAabctex,Multiple
K2L4Aabctex,Multiple
FDH4pp,Multiple
FDH5pp,Multiple
ACPPAT140,Multiple
APG3PAT140,Multiple
MPTAT,Multiple
APG3PAT141,Multiple
MOADSUx,Multiple
CMtpp,Multiple
FUSAtpp,Multiple
APG3PAT181,Multiple
APH140,Multiple
APH160,Multiple
OPMEACPD,Multiple
EPMEACPR,Multiple
RFAMPtex,Multiple
MINCYCtex,Multiple
AOXSr2,Multiple
MINCYCtpp,Multiple
MEOHtrpp,Multiple
EX_LalaDglu_e,Multiple
DOXRBCNtex,Multiple
DOXRBCNtpp,Multiple
CCGS,Multiple
SELtex,Multiple
SELR,Multiple
OGMEACPD,Multiple
EGMEACPR,Multiple
OPMEACPR,Multiple
PMEACPE,Multiple
ACPPAT141,Multiple
ACPPAT161,Multiple
ACPPAT180,Multiple
APG3PAT160,Multiple
APG3PAT161,Multiple
MEOHtex,Multiple
APG3PAT180,Multiple
CDGR,Multiple
RNTR1c2,Multiple
RNTR2c2,Multiple
S2FE2ST,Multiple
BMOCOS,Multiple
BWCOS,Multiple
RNTR3c2,Multiple
RNTR4c2,Multiple
BWCOGDS1,Multiple
BWCOGDS2,Multiple
FLDR2,Multiple
CDGS,Multiple
TTRCYCtex,Multiple
DHNPTE,Multiple
DHMPTR,Multiple
NOVBCNtpp,Multiple
CMtex,Multiple
TTRCYCtpp,Multiple
LALALGLUtex,Multiple
LALADGLUtpp,Multiple
I2FE2ST,Multiple
THFAT,Multiple
FOMETRi,Multiple
SLNTtex,Multiple
BTS5,Multiple
SELGTHR2,Multiple
EX_LalaLglu_e,Multiple
LIPOS,Multiple
COLIPAKpp,Multiple
ACPPAT120,Multiple
MPTSS,Multiple
CPMPS,Multiple
LIPOCT,Multiple
LIPATPT,Multiple
LIPAMPL,Multiple
MOGDS,Multiple
CPH4S,Multiple
WCOS,Multiple
RFAMPtpp,Multiple
VPAMTr,Multiple
ACOLIPAabctex,Multiple
ECA4COLIPAabctex,Multiple
COLIPAPabctex,Multiple
CH4tex,Multiple
BTNt2ipp,Multiple
BTNtex,Multiple
DHBSZ3FEabcpp,Multiple
FE3DHBZS3R,Multiple
2DGLCptspp,Multiple
2DGULRGx,Multiple
2DGULRGy,Multiple
ARBTptspp,Multiple
ARBTtex,Multiple
EX_arbt_e,Multiple
DMSOtpp,Multiple
PYDXtex,Multiple
PYDXtpp,Multiple
SUCASPtpp,Multiple
METGLCUR,Multiple
ACOAD1fr,Multiple
23DOGULNt4pp,Multiple
PYDXNtex,Multiple
FEENTERES,Multiple
PYDXNtpp,Multiple
FEENTERR4,Multiple
ACPPAT160,Multiple
PYDAMtex,Multiple
PYDAMtpp,Multiple
PSURItex,Multiple
ALR2x,Multiple
CHLt3pp,Multiple
13PPDH2,Multiple
TARTt2_3pp,Multiple
SUCTARTtpp,Multiple
CHTBSptspp,Multiple
GLYBt3pp,Multiple
ACPPAT181,Multiple
Ftpp,Multiple
SQVOSI,Multiple
6D6SPA,Multiple
CHTBStex,Multiple
DHPStr,Multiple
SQtr,Multiple
DHPStex,Multiple
APH141,Multiple
G2PP,Multiple
MALt3pp,Multiple
APH161,Multiple
QUIN2tpp,Multiple
GLYC2Pabcpp,Multiple
SHGO,Multiple
CLBtex,Multiple
CHOLID,Multiple
CHOLATEtpp,Multiple
APH180,Multiple
SELabcpp,Multiple
PACOAT,Multiple
CYSItpp,Multiple
APH181,Multiple
DHPTDNR,Multiple
DHPTDNRN,Multiple
GTHPi,Multiple
PUACGAMtr,Multiple
DC6PDA,Multiple
5DGLCNR,Multiple
CURR,Multiple
LKDRA,Multiple
LEUt2rpp,Multiple
LCTStpp,Multiple
ILEt3pp,Multiple
GSNt3pp,Multiple
CLtipp,Multiple
5DKGR,Multiple
XYHDL,Multiple
2DGLCtex,Multiple
PUACGAMS,Multiple
RU5PP,Multiple
6D6SFK,Multiple
3SLAR,Multiple
LEUt3pp,Multiple
INSt3pp,Multiple
INDOLEt2rpp,Multiple
SQtex,Multiple
ILEt2rpp,Multiple
EX_dhps_e,Multiple
MOX,Multiple
URATEtex,Multiple
EX_cs1_e,Multiple
CBL1tonex,Multiple
CBItonex,Multiple
CPL,Multiple
EX_mepn_e,Multiple
PSURItpp,Multiple
CYSTA,Multiple
CH4t2pp,Multiple
I2FE2SR,Multiple
METGLCURt2pp,Multiple
METGLCURtex,Multiple
INOSTO,Multiple
PSURIK,Multiple
CUt2pp,Multiple
Ftex,Multiple
APG3PAT120,Multiple
CYSItex,Multiple
QUINDHyi,Multiple
DHCURR,Multiple
RHMND,Multiple
EX_2dglc_e,Multiple
THRt2rpp,Multiple
ACOAD1f,Multiple
EX_sq_e,Multiple
APH120,Multiple
URATEtpp,Multiple
CS1tex,Multiple
ADOCBLtonex,Multiple
SQGH,Multiple
ASPtpp,Multiple
FUMt1pp,Multiple
QUINDH,Multiple
PETNT181pp,Multiple
ARMEPNS,Multiple
LCARSyi,Multiple
MOCDS,Multiple
BIOMASS_Ec_iML1515_core_75p37M,Multiple
BIOMASS_Ec_iML1515_WT_75p37M,Multiple
RPNTPH,Multiple
PRCPD,Multiple
FUSAtex,Multiple
MEPNtex,Multiple
MEPNabcpp,Multiple
PROD3,Multiple
NOVBCNtex,Multiple
F1PP,Multiple
3HPADHi,Multiple
QUIN2tex,Multiple
EX_metglcur_e,Multiple
EX_quin_e,Multiple
MC6PH,Multiple
SLNTabcpp,Multiple
VALt2rpp,Multiple
VALt3pp,Multiple
MN2tipp,Multiple
O16A4COLIPAabctex,Multiple
COLIPAabctex,Multiple
ENLIPAabctex,Multiple
BMOGDS1,Multiple
MPTS,Multiple
MOCOS,Multiple
BMOGDS2,Multiple
FESD2s,Multiple
OCTNLL,Multiple
