reaction_id,reaction_equation,diphosphate_test,loop_test,dilution_test,dead_end_test,pathway,duplicate_test,kegg_group
PPPNDO,"H+ [c] + Nicotinamide adenine dinucleotide - reduced [c] + O2 O2 [c] + Phenylpropanoate [c] --> Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol [c] + Nicotinamide adenine dinucleotide [c]",ok,ok,ok,bad,11,ok,Amino acids
PPPNDO,"H+ [c] + Nicotinamide adenine dinucleotide - reduced [c] + O2 O2 [c] + Phenylpropanoate [c] --> Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol [c] + Nicotinamide adenine dinucleotide [c]",ok,ok,ok,bad,11,ok,Lipids
26DAHtex,"Meso-2,6-Diaminoheptanedioate [e] <=> Meso-2,6-Diaminoheptanedioate [p]",ok,ok,ok,bad,71,ok,Not in KEGG
HCINNMtex,3-hydroxycinnamic acid [e] <=> 3-hydroxycinnamic acid [p],ok,ok,ok,bad,11,ok,Not in KEGG
HPPPNtex,3-(3-hydroxy-phenyl)propionate [e] <=> 3-(3-hydroxy-phenyl)propionate [p],ok,ok,ok,bad,11,ok,Not in KEGG
ACtex,Acetate [e] <=> Acetate [p],ok,ok,ok,ok,0,ok,Not in KEGG
ACALDtex,Acetaldehyde [e] <=> Acetaldehyde [p],ok,ok,ok,ok,0,ok,Not in KEGG
CHRPL,Chorismate [c] --> 4-Hydroxybenzoate [c] + Pyruvate [c],ok,ok,ok,ok,0,ok,Cofactors
TDPAGTA,"DTDP-4-dehydro-6-deoxy-D-glucose [c] + L-Glutamate [c] --> 2-Oxoglutarate [c] + DTDP-4-amino-4,6-dideoxy-D-galactose [c]",ok,ok,bad,ok,2,ok,Glycans
UACMAMO,H2O H2O [c] + 2.0 Nicotinamide adenine dinucleotide [c] + UDP-N-acetyl-D-mannosamine [c] --> 3.0 H+ [c] + 2.0 Nicotinamide adenine dinucleotide - reduced [c] + UDP-N-acetyl-D-mannosaminouronate [c],ok,ok,bad,ok,2,ok,Carbohydrates
UACMAMO,H2O H2O [c] + 2.0 Nicotinamide adenine dinucleotide [c] + UDP-N-acetyl-D-mannosamine [c] --> 3.0 H+ [c] + 2.0 Nicotinamide adenine dinucleotide - reduced [c] + UDP-N-acetyl-D-mannosaminouronate [c],ok,ok,bad,ok,2,ok,Glycans
FBA3,"Sedoheptulose 1,7-bisphosphate [c] <=> Dihydroxyacetone phosphate [c] + D-Erythrose 4-phosphate [c]",ok,ok,ok,ok,0,ok,Carbohydrates
FBA3,"Sedoheptulose 1,7-bisphosphate [c] <=> Dihydroxyacetone phosphate [c] + D-Erythrose 4-phosphate [c]",ok,ok,ok,ok,0,ok,Energy
PMPK,4-Amino-2-methyl-5-phosphomethylpyrimidine [c] + ATP C10H12N5O13P3 [c] --> 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate [c] + ADP C10H12N5O10P2 [c],ok,ok,ok,ok,0,ok,Cofactors
LCADi,H2O H2O [c] + L-Lactaldehyde [c] + Nicotinamide adenine dinucleotide [c] --> 2.0 H+ [c] + L-Lactate [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,ok,0,ok,Carbohydrates
ACMANAtex,N-Acetyl-D-mannosamine [e] <=> N-Acetyl-D-mannosamine [p],ok,ok,ok,bad,88,ok,Not in KEGG
ACMUMtex,N-Acetylmuramate [e] --> N-Acetylmuramate [p],ok,ok,ok,bad,135,ok,Not in KEGG
ACACT7r,Acetyl-CoA [c] + Tetradecanoyl-CoA (n-C14:0CoA) [c] <=> 3-Oxohexadecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Lipids
ACACT7r,Acetyl-CoA [c] + Tetradecanoyl-CoA (n-C14:0CoA) [c] <=> 3-Oxohexadecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Amino acids
ACACT7r,Acetyl-CoA [c] + Tetradecanoyl-CoA (n-C14:0CoA) [c] <=> 3-Oxohexadecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Terpenoids
ACACT7r,Acetyl-CoA [c] + Tetradecanoyl-CoA (n-C14:0CoA) [c] <=> 3-Oxohexadecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Xenobiotics
PSP_L,H2O H2O [c] + O-Phospho-L-serine [c] --> Phosphate [c] + L-Serine [c],ok,ok,ok,ok,0,ok,Energy
PSP_L,H2O H2O [c] + O-Phospho-L-serine [c] --> Phosphate [c] + L-Serine [c],ok,ok,ok,ok,0,ok,Amino acids
ADK3,AMP C10H12N5O7P [c] + GTP C10H12N5O14P3 [c] <=> ADP C10H12N5O10P2 [c] + GDP C10H12N5O11P2 [c],ok,bad,ok,ok,0,ok,Nucleotides
ADK3,AMP C10H12N5O7P [c] + GTP C10H12N5O14P3 [c] <=> ADP C10H12N5O10P2 [c] + GDP C10H12N5O11P2 [c],ok,bad,ok,ok,0,ok,Cofactors
GLUDC,L-Glutamate [c] + H+ [c] --> 4-Aminobutanoate [c] + CO2 CO2 [c],ok,ok,ok,ok,0,ok,Carbohydrates
GLUDC,L-Glutamate [c] + H+ [c] --> 4-Aminobutanoate [c] + CO2 CO2 [c],ok,ok,ok,ok,0,ok,Amino acids
GLUDC,L-Glutamate [c] + H+ [c] --> 4-Aminobutanoate [c] + CO2 CO2 [c],ok,ok,ok,ok,0,ok,Other amino acids
ACACT2r,Acetyl-CoA [c] + Butanoyl-CoA [c] <=> 3-Oxohexanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Lipids
ACACT2r,Acetyl-CoA [c] + Butanoyl-CoA [c] <=> 3-Oxohexanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Amino acids
ACACT2r,Acetyl-CoA [c] + Butanoyl-CoA [c] <=> 3-Oxohexanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Terpenoids
ACACT2r,Acetyl-CoA [c] + Butanoyl-CoA [c] <=> 3-Oxohexanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Xenobiotics
BSORy,D-biotin d-sulfoxide [c] + H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] --> Biotin [c] + H2O H2O [c] + Nicotinamide adenine dinucleotide phosphate [c],ok,ok,ok,bad,2,bad,Cofactors
DMSOR2,2-Demethylmenaquinol 8 [c] + Dimethyl sulfoxide [c] --> 2-Demethylmenaquinone 8 [c] + Dimethyl sulfide [c] + H2O H2O [c],ok,ok,ok,bad,73,ok,Energy
ADSK,Adenosine 5'-phosphosulfate [c] + ATP C10H12N5O13P3 [c] --> ADP C10H12N5O10P2 [c] + H+ [c] + 3'-Phosphoadenylyl sulfate [c],ok,ok,bad,ok,2,ok,Energy
ADSK,Adenosine 5'-phosphosulfate [c] + ATP C10H12N5O13P3 [c] --> ADP C10H12N5O10P2 [c] + H+ [c] + 3'-Phosphoadenylyl sulfate [c],ok,ok,bad,ok,2,ok,Nucleotides
ACACT3r,Acetyl-CoA [c] + Hexanoyl-CoA (n-C6:0CoA) [c] <=> 3-Oxooctanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Lipids
ACACT3r,Acetyl-CoA [c] + Hexanoyl-CoA (n-C6:0CoA) [c] <=> 3-Oxooctanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Amino acids
ACACT3r,Acetyl-CoA [c] + Hexanoyl-CoA (n-C6:0CoA) [c] <=> 3-Oxooctanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Terpenoids
ACACT3r,Acetyl-CoA [c] + Hexanoyl-CoA (n-C6:0CoA) [c] <=> 3-Oxooctanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Xenobiotics
ACACT4r,Acetyl-CoA [c] + Octanoyl-CoA (n-C8:0CoA) [c] <=> 3-Oxodecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Lipids
ACACT4r,Acetyl-CoA [c] + Octanoyl-CoA (n-C8:0CoA) [c] <=> 3-Oxodecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Amino acids
ACACT4r,Acetyl-CoA [c] + Octanoyl-CoA (n-C8:0CoA) [c] <=> 3-Oxodecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Terpenoids
ACACT4r,Acetyl-CoA [c] + Octanoyl-CoA (n-C8:0CoA) [c] <=> 3-Oxodecanoyl-CoA [c] + Coenzyme A [c],ok,ok,ok,ok,0,ok,Xenobiotics
SUCCt2_2pp,2.0 H+ [p] + Succinate [p] --> 2.0 H+ [c] + Succinate [c],ok,ok,ok,ok,0,bad,Not in KEGG
SUCFUMtpp,Fumarate [p] + Succinate [c] <=> Fumarate [c] + Succinate [p],ok,bad,ok,ok,0,ok,Not in KEGG
HSDy,L-Homoserine [c] + Nicotinamide adenine dinucleotide phosphate [c] <=> L-Aspartate 4-semialdehyde [c] + H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c],ok,ok,ok,ok,0,ok,Amino acids
HSDy,L-Homoserine [c] + Nicotinamide adenine dinucleotide phosphate [c] <=> L-Aspartate 4-semialdehyde [c] + H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c],ok,ok,ok,ok,0,ok,Secondary metabolites
CYSTL,L-Cystathionine [c] + H2O H2O [c] --> L-Homocysteine [c] + Ammonium [c] + Pyruvate [c],ok,ok,ok,ok,0,ok,Amino acids
CYSTL,L-Cystathionine [c] + H2O H2O [c] --> L-Homocysteine [c] + Ammonium [c] + Pyruvate [c],ok,ok,ok,ok,0,ok,Other amino acids
ACMAMUT,UDP-N-acetyl-D-mannosaminouronate [c] + Undecaprenyl diphospho N-acetyl-glucosamine [c] --> H+ [c] + UDP C9H11N2O12P2 [c] + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate [c],ok,ok,bad,ok,2,ok,Glycans
SHSL1,L-Cysteine [c] + O-Succinyl-L-homoserine [c] --> L-Cystathionine [c] + H+ [c] + Succinate [c],ok,ok,ok,ok,0,ok,Energy
SHSL1,L-Cysteine [c] + O-Succinyl-L-homoserine [c] --> L-Cystathionine [c] + H+ [c] + Succinate [c],ok,ok,ok,ok,0,ok,Amino acids
SHSL1,L-Cysteine [c] + O-Succinyl-L-homoserine [c] --> L-Cystathionine [c] + H+ [c] + Succinate [c],ok,ok,ok,ok,0,ok,Other amino acids
SSALy,H2O H2O [c] + Nicotinamide adenine dinucleotide phosphate [c] + Succinic semialdehyde [c] --> 2.0 H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] + Succinate [c],ok,ok,ok,ok,0,bad,Carbohydrates
SSALy,H2O H2O [c] + Nicotinamide adenine dinucleotide phosphate [c] + Succinic semialdehyde [c] --> 2.0 H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] + Succinate [c],ok,ok,ok,ok,0,bad,Amino acids
SSALy,H2O H2O [c] + Nicotinamide adenine dinucleotide phosphate [c] + Succinic semialdehyde [c] --> 2.0 H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] + Succinate [c],ok,ok,ok,ok,0,bad,Cofactors
SUCptspp,Phosphoenolpyruvate [c] + Sucrose C12H22O11 [p] --> Pyruvate [c] + Sucrose 6-phosphate [c],ok,ok,ok,bad,77,ok,Carbohydrates
SULabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Sulfate [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + Sulfate [c],ok,ok,bad,ok,2,ok,Energy
TSULabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Thiosulfate [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + Thiosulfate [c],ok,ok,ok,bad,2,ok,Energy
TARTRt7pp,Succinate [c] + L-tartrate [p] <=> Succinate [p] + L-tartrate [c],ok,ok,ok,bad,57,ok,Not in KEGG
EX_dad_2_e,Deoxyadenosine [e] -->,ok,ok,ok,bad,86,ok,Not in KEGG
EX_ser__D_e,D-Serine [e] -->,ok,ok,ok,bad,58,ok,Not in KEGG
DDGALK,2-Dehydro-3-deoxy-D-galactonate [c] + ATP C10H12N5O13P3 [c] --> 2-Dehydro-3-deoxy-D-galactonate 6-phosphate [c] + ADP C10H12N5O10P2 [c] + H+ [c],ok,ok,ok,bad,19,ok,Carbohydrates
EX_gam6p_e,D-Glucosamine 6-phosphate [e] -->,ok,ok,ok,bad,95,ok,Not in KEGG
EX_15dap_e,"1,5-Diaminopentane [e] -->",ok,ok,ok,ok,0,ok,Not in KEGG
AB6PGH,Arbutin 6-phosphate [c] + H2O H2O [c] --> D-Glucose 6-phosphate [c] + Hydroquinone [c],ok,ok,ok,bad,17,ok,Carbohydrates
EX_ocdcea_e,Octadecenoate (n-C18:1) [e] -->,ok,ok,ok,bad,129,ok,Not in KEGG
EX_cynt_e,Cyanate [e] -->,ok,ok,ok,bad,7,ok,Not in KEGG
EX_galctn__D_e,D-Galactonate [e] -->,ok,ok,ok,bad,19,ok,Not in KEGG
AMALT1,Maltose C12H22O11 [c] + Maltotriose C18H32O16 [c] --> D-Glucose [c] + Maltotetraose [c],ok,ok,ok,ok,0,ok,Carbohydrates
EX_glyb_e,Glycine betaine [e] -->,ok,ok,ok,ok,0,ok,Not in KEGG
AHGDx,(S)-2-Hydroxyglutarate [c] + Nicotinamide adenine dinucleotide [c] <=> 2-Oxoglutarate [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,ok,0,bad,Energy
AHGDx,(S)-2-Hydroxyglutarate [c] + Nicotinamide adenine dinucleotide [c] <=> 2-Oxoglutarate [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,ok,0,bad,Amino acids
MLTP2,Maltohexaose [c] + Phosphate [c] <=> D-Glucose 1-phosphate [c] + Maltopentaose [c],ok,ok,bad,ok,21,ok,Carbohydrates
TAURabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Taurine C2H7NO3S [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + Taurine C2H7NO3S [c],ok,ok,ok,bad,2,ok,Energy
THMDt2pp_copy1,H+ [p] + Thymidine C10H14N2O5 [p] --> H+ [c] + Thymidine C10H14N2O5 [c],ok,bad,ok,ok,0,bad,Not in KEGG
3HCINNMH,"3-hydroxycinnamic acid [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c] + O2 O2 [c] --> 2,3-dihydroxicinnamic acid [c] + H2O H2O [c] + Nicotinamide adenine dinucleotide [c]",ok,ok,ok,bad,11,ok,Amino acids
BSORx,D-biotin d-sulfoxide [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c] --> Biotin [c] + H2O H2O [c] + Nicotinamide adenine dinucleotide [c],ok,ok,ok,bad,2,bad,Cofactors
PACCOAL,ATP C10H12N5O13P3 [c] + Coenzyme A [c] + Phenylacetic acid [c] --> AMP C10H12N5O7P [c] + Phenylacetyl-CoA [c] + Diphosphate [c],ok,ok,bad,ok,89,ok,Amino acids
NMNt7pp,H2O H2O [c] + NMN C11H14N2O8P [p] --> H+ [c] + Nicotinamide [c] + Alpha-D-Ribose 5-phosphate [c],ok,ok,ok,bad,163,ok,Not in KEGG
EX_ca2_e,Calcium [e] <=>,ok,ok,ok,ok,0,ok,Not in KEGG
EX_so3_e,Sulfite [e] -->,ok,ok,ok,bad,2,ok,Not in KEGG
GLUtex,L-Glutamate [e] <=> L-Glutamate [p],ok,ok,ok,ok,0,ok,Not in KEGG
Kt2pp,H+ [p] + Potassium [p] --> H+ [c] + Potassium [c],ok,ok,ok,ok,0,bad,Not in KEGG
GLYtex,Glycine [e] <=> Glycine [p],ok,ok,ok,ok,0,ok,Not in KEGG
GP4GH,"P1,P4-Bis(5'-guanosyl) tetraphosphate [c] + H2O H2O [c] --> 2.0 GDP C10H12N5O11P2 [c] + 2.0 H+ [c]",ok,ok,ok,bad,175,ok,Nucleotides
GLYALDtex,D-Glyceraldehyde [e] <=> D-Glyceraldehyde [p],ok,ok,ok,ok,0,ok,Not in KEGG
AKGt2rpp,2-Oxoglutarate [p] + H+ [p] <=> 2-Oxoglutarate [c] + H+ [c],ok,ok,ok,ok,0,ok,Not in KEGG
ACGAMT,UDP-N-acetyl-D-glucosamine [c] + Undecaprenyl phosphate [c] --> UMP C9H11N2O9P [c] + Undecaprenyl diphospho N-acetyl-glucosamine [c],ok,ok,bad,ok,2,ok,Glycans
XYLt2pp,H+ [p] + D-Xylose [p] --> H+ [c] + D-Xylose [c],ok,ok,ok,bad,34,ok,Not in KEGG
EX_ascb__L_e,L-Ascorbate [e] -->,ok,ok,ok,bad,33,ok,Not in KEGG
GLYBtex,Glycine betaine [e] <=> Glycine betaine [p],ok,ok,ok,ok,0,ok,Not in KEGG
GLYCtex,Glycerol [e] <=> Glycerol [p],ok,ok,ok,ok,0,ok,Not in KEGG
GLYC3Ptex,Glycerol 3-phosphate [e] <=> Glycerol 3-phosphate [p],ok,ok,ok,ok,0,ok,Not in KEGG
GLYCLTtex,Glycolate C2H3O3 [e] <=> Glycolate C2H3O3 [p],ok,ok,ok,ok,0,ok,Not in KEGG
GTPtex,GTP C10H12N5O14P3 [e] <=> GTP C10H12N5O14P3 [p],ok,ok,ok,bad,80,ok,Not in KEGG
GUAtex,Guanine [e] <=> Guanine [p],ok,ok,ok,ok,0,ok,Not in KEGG
Htex,H+ [e] <=> H+ [p],ok,ok,ok,ok,0,ok,Not in KEGG
EX_ala_B_e,Beta-Alanine [e] -->,ok,ok,ok,bad,98,ok,Not in KEGG
EX_agm_e,Agmatine [e] -->,ok,ok,ok,ok,0,ok,Not in KEGG
EX_minohp_e,Myo-Inositol hexakisphosphate [e] -->,ok,ok,ok,bad,2,ok,Not in KEGG
EX_ppt_e,Phosphonate [e] -->,ok,ok,ok,bad,159,ok,Not in KEGG
EX_hxa_e,Hexanoate (n-C6:0) [e] -->,ok,ok,ok,ok,0,ok,Not in KEGG
H2tex,Hydrogen [e] <=> Hydrogen [p],ok,ok,ok,ok,0,ok,Not in KEGG
H2Otex,H2O H2O [e] <=> H2O H2O [p],ok,ok,ok,ok,0,ok,Not in KEGG
AADDGT,"DTDP-4-acetamido-4,6-dideoxy-D-galactose [c] + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate [c] --> DTDP C10H13N2O11P2 [c] + H+ [c] + Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose [c]",ok,ok,bad,ok,2,ok,Glycans
FACOAL160t2pp,ATP C10H12N5O13P3 [c] + Coenzyme A [c] + H+ [p] + Hexadecanoate (n-C16:0) [p] --> AMP C10H12N5O7P [c] + H+ [c] + Palmitoyl-CoA (n-C16:0CoA) [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Lipids
FACOAL180t2pp,ATP C10H12N5O13P3 [c] + Coenzyme A [c] + H+ [p] + Octadecanoate (n-C18:0) [p] --> AMP C10H12N5O7P [c] + H+ [c] + Diphosphate [c] + Stearoyl-CoA (n-C18:0CoA) [c],ok,ok,ok,ok,0,ok,Lipids
SPODMpp,2.0 H+ [p] + 2.0 Superoxide anion [p] --> Hydrogen peroxide [p] + O2 O2 [p],ok,ok,ok,bad,25,ok,Not in KEGG
EX_lyx__L_e,L-Lyxose [e] -->,ok,ok,ok,bad,33,ok,Not in KEGG
EX_acmum_e,N-Acetylmuramate [e] -->,ok,ok,ok,bad,135,ok,Not in KEGG
EX_dca_e,Decanoate (n-C10:0) [e] -->,ok,ok,ok,bad,114,ok,Not in KEGG
EX_all__D_e,D-Allose [e] -->,ok,ok,ok,bad,69,ok,Not in KEGG
NO3R1bpp,Nitrate [p] + Ubiquinol-8 [c] --> H2O H2O [p] + Nitrite [p] + Ubiquinone-8 [c],ok,ok,ok,bad,4,bad,Energy
O2tpp,O2 O2 [p] <=> O2 O2 [c],ok,ok,ok,ok,0,ok,Not in KEGG
EX_octa_e,Octanoate (n-C8:0) [e] -->,ok,ok,ok,bad,107,ok,Not in KEGG
PHYTSpp,6.0 H2O H2O [p] + Myo-Inositol hexakisphosphate [p] --> Myo-Inositol [p] + 6.0 Phosphate [p],ok,ok,ok,bad,2,ok,Carbohydrates
PHYTSpp,6.0 H2O H2O [p] + Myo-Inositol hexakisphosphate [p] --> Myo-Inositol [p] + 6.0 Phosphate [p],ok,ok,ok,bad,2,ok,Cofactors
EX_gbbtn_e,Gamma-butyrobetaine [e] -->,ok,ok,ok,bad,61,ok,Not in KEGG
PPTHpp,H2O H2O [p] + Phosphonate [p] --> Hydrogen [p] + Phosphate [p],ok,ok,ok,bad,159,ok,Cofactors
PYRt2rpp,H+ [p] + Pyruvate [p] <=> H+ [c] + Pyruvate [c],ok,ok,ok,ok,0,ok,Not in KEGG
NO3R2pp,2.0 H+ [c] + Menaquinol 8 [c] + Nitrate [c] --> H2O H2O [c] + 2.0 H+ [p] + Menaquinone 8 [c] + Nitrite [c],ok,ok,ok,bad,4,bad,Energy
EX_xylu__L_e,L-Xylulose [e] -->,ok,ok,ok,bad,33,ok,Not in KEGG
EX_gdp_e,GDP C10H12N5O11P2 [e] -->,ok,ok,ok,bad,80,ok,Not in KEGG
EX_gtp_e,GTP C10H12N5O14P3 [e] -->,ok,ok,ok,bad,80,ok,Not in KEGG
NTP3pp,GTP C10H12N5O14P3 [p] + H2O H2O [p] --> GDP C10H12N5O11P2 [p] + H+ [p] + Phosphate [p],ok,ok,ok,bad,80,ok,Carbohydrates
NTP3pp,GTP C10H12N5O14P3 [p] + H2O H2O [p] --> GDP C10H12N5O11P2 [p] + H+ [p] + Phosphate [p],ok,ok,ok,bad,80,ok,Cofactors
NO3R2bpp,Menaquinol 8 [c] + Nitrate [p] --> H2O H2O [p] + Menaquinone 8 [c] + Nitrite [p],ok,ok,ok,bad,4,bad,Energy
THMabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Thiamin [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + Thiamin [c],ok,ok,ok,bad,60,ok,Not in KEGG
THMDt2pp_copy2,H+ [p] + Thymidine C10H14N2O5 [p] <=> H+ [c] + Thymidine C10H14N2O5 [c],ok,bad,ok,ok,0,bad,Not in KEGG
THRabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + L-Threonine [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + L-Threonine [c],ok,ok,ok,ok,0,ok,Not in KEGG
TREptspp,"Phosphoenolpyruvate [c] + Trehalose [p] --> Pyruvate [c] + Alpha,alpha'-Trehalose 6-phosphate [c]",ok,ok,ok,bad,138,ok,Carbohydrates
THD2pp,2.0 H+ [p] + Nicotinamide adenine dinucleotide - reduced [c] + Nicotinamide adenine dinucleotide phosphate [c] --> 2.0 H+ [c] + Nicotinamide adenine dinucleotide [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c],ok,ok,ok,ok,0,ok,Cofactors
TMAOR1pp,H+ [p] + Menaquinol 8 [c] + Trimethylamine N-oxide [p] --> H2O H2O [p] + Menaquinone 8 [c] + Trimethylamine [p],ok,ok,ok,bad,3,ok,Energy
TMAOR2pp,2-Demethylmenaquinol 8 [c] + H+ [p] + Trimethylamine N-oxide [p] --> 2-Demethylmenaquinone 8 [c] + H2O H2O [p] + Trimethylamine [p],ok,ok,ok,bad,3,ok,Energy
XANtpp,Xanthine [p] <=> Xanthine [c],ok,ok,ok,ok,0,ok,Not in KEGG
DAPtex,"1,5-Diaminopentane [e] <=> 1,5-Diaminopentane [p]",ok,ok,ok,ok,0,ok,Not in KEGG
TRPt2rpp,H+ [p] + L-Tryptophan [p] <=> H+ [c] + L-Tryptophan [c],ok,ok,ok,ok,0,ok,Not in KEGG
TYRt2rpp,H+ [p] + L-Tyrosine [p] <=> H+ [c] + L-Tyrosine [c],ok,ok,ok,ok,0,ok,Not in KEGG
EX_tma_e,Trimethylamine [e] -->,ok,ok,ok,bad,3,ok,Not in KEGG
URIt2pp_copy1,H+ [p] + Uridine [p] --> H+ [c] + Uridine [c],ok,bad,ok,ok,0,bad,Not in KEGG
URIt2pp_copy2,H+ [p] + Uridine [p] <=> H+ [c] + Uridine [c],ok,bad,ok,ok,0,bad,Not in KEGG
VALabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + L-Valine [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + L-Valine [c],ok,ok,ok,ok,0,ok,Not in KEGG
12PPDStex,"(S)-Propane-1,2-diol [e] <=> (S)-Propane-1,2-diol [p]",ok,ok,ok,ok,0,ok,Not in KEGG
DDGLCNtex,2-Dehydro-3-deoxy-D-gluconate [e] <=> 2-Dehydro-3-deoxy-D-gluconate [p],ok,ok,ok,bad,2,ok,Not in KEGG
XTSNt2rpp,H+ [p] + Xanthosine [p] <=> H+ [c] + Xanthosine [c],ok,ok,ok,ok,0,ok,Not in KEGG
XYLabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + D-Xylose [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + D-Xylose [c],ok,ok,ok,bad,34,ok,Not in KEGG
GMHEPK,"ATP C10H12N5O13P3 [c] + D-Glycero-D-manno-heptose 7-phosphate [c] --> ADP C10H12N5O10P2 [c] + D-Glycero-D-manno-heptose 1,7-bisphosphate [c] + H+ [c]",ok,ok,bad,ok,2,ok,Glycans
XYLUt2pp,H+ [p] + L-Xylulose [p] --> H+ [c] + L-Xylulose [c],ok,ok,ok,bad,33,ok,Not in KEGG
THRt4pp,Sodium [p] + L-Threonine [p] --> Sodium [c] + L-Threonine [c],ok,ok,ok,ok,0,ok,Not in KEGG
GALURtex,D-Galacturonate [e] <=> D-Galacturonate [p],ok,ok,ok,bad,2,ok,Not in KEGG
GTPCI,"GTP C10H12N5O14P3 [c] + H2O H2O [c] --> 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate [c] + Formate [c] + H+ [c]",ok,ok,ok,ok,0,ok,Cofactors
FDMO,Reduced FMN [c] + Isethionic acid [c] + O2 O2 [c] --> FMN C17H19N4O9P [c] + Glycolaldehyde [c] + H2O H2O [c] + H+ [c] + Sulfite [c],ok,ok,ok,bad,2,ok,Energy
FEOXAMabcpp,ATP C10H12N5O13P3 [c] + Generic ferrioxamine-Fe-III [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + Generic ferrioxamine-Fe-III [c] + H+ [c] + Phosphate [c],ok,ok,bad,ok,65,ok,Not in KEGG
EX_fruur_e,D-Fructuronate [e] -->,ok,ok,ok,bad,2,ok,Not in KEGG
GALtex,D-Galactose [e] <=> D-Galactose [p],ok,ok,ok,ok,0,ok,Not in KEGG
CBL1abcpp,ATP C10H12N5O13P3 [c] + Cob(I)alamin [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + Cob(I)alamin [c] + H+ [c] + Phosphate [c],ok,ok,ok,bad,2,ok,Not in KEGG
EX_malttr_e,Maltotriose C18H32O16 [e] -->,ok,ok,ok,bad,119,ok,Not in KEGG
ACACt2pp,Acetoacetate [p] + H+ [p] <=> Acetoacetate [c] + H+ [c],ok,ok,ok,bad,1,ok,Not in KEGG
ACGAptspp,N-Acetyl-D-glucosamine [p] + Phosphoenolpyruvate [c] --> N-Acetyl-D-glucosamine 6-phosphate [c] + Pyruvate [c],ok,ok,ok,bad,2,ok,Carbohydrates
