reaction_id,reaction_equation,loop_test,dilution_test,dead_end_test,pathway,duplicate_test,kegg_group
MAR00250,H2O [c] + stearoyl-CoA [c] --> CoA [c] + H+ [c] + stearate [c],ok,ok,ok,0,ok,Lipids
MAR00250,H2O [c] + stearoyl-CoA [c] --> CoA [c] + H+ [c] + stearate [c],ok,ok,ok,0,ok,Other amino acids
MAR00256,(13Z)-octadecenoyl-CoA [c] + H2O [c] --> (13Z)-octadecenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00256,(13Z)-octadecenoyl-CoA [c] + H2O [c] --> (13Z)-octadecenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00260,cis-vaccenoyl-CoA [c] + H2O [c] --> cis-vaccenic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00260,cis-vaccenoyl-CoA [c] + H2O [c] --> cis-vaccenic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00264,H2O [c] + oleoyl-CoA [c] --> CoA [c] + H+ [c] + oleate [c],ok,ok,ok,0,ok,Lipids
MAR00264,H2O [c] + oleoyl-CoA [c] --> CoA [c] + H+ [c] + oleate [c],ok,ok,ok,0,ok,Other amino acids
MAR00268,(9E)-octadecenoyl-CoA [c] + H2O [c] --> CoA [c] + elaidate [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00268,(9E)-octadecenoyl-CoA [c] + H2O [c] --> CoA [c] + elaidate [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00272,(7Z)-octadecenoyl-CoA [c] + H2O [c] --> (7Z)-octadecenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00272,(7Z)-octadecenoyl-CoA [c] + H2O [c] --> (7Z)-octadecenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00276,"(6Z,9Z)-octadecadienoyl-CoA [c] + H2O [c] --> (6Z,9Z)-octadecadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00276,"(6Z,9Z)-octadecadienoyl-CoA [c] + H2O [c] --> (6Z,9Z)-octadecadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00280,H2O [c] + nonadecanoyl-CoA [c] --> CoA [c] + H+ [c] + nonadecylic acid [c],ok,ok,ok,0,ok,Lipids
MAR00280,H2O [c] + nonadecanoyl-CoA [c] --> CoA [c] + H+ [c] + nonadecylic acid [c],ok,ok,ok,0,ok,Other amino acids
MAR00284,eicosanoyl-CoA [c] + H2O [c] --> CoA [c] + eicosanoate [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00284,eicosanoyl-CoA [c] + H2O [c] --> CoA [c] + eicosanoate [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00290,(13Z)-eicosenoyl-CoA [c] + H2O [c] --> (13Z)-eicosenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00290,(13Z)-eicosenoyl-CoA [c] + H2O [c] --> (13Z)-eicosenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00294,(11Z)-eicosenoyl-CoA [c] + H2O [c] --> cis-gondoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00294,(11Z)-eicosenoyl-CoA [c] + H2O [c] --> cis-gondoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00298,9-eicosenoyl-CoA [c] + H2O [c] --> 9-eicosenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00298,9-eicosenoyl-CoA [c] + H2O [c] --> 9-eicosenoic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00302,"(8Z,11Z)-eicosadienoyl-CoA [c] + H2O [c] --> 8,11-eicosadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00302,"(8Z,11Z)-eicosadienoyl-CoA [c] + H2O [c] --> 8,11-eicosadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00306,"(5Z,8Z,11Z)-eicosatrienoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + mead acid [c]",ok,ok,ok,0,ok,Lipids
MAR00306,"(5Z,8Z,11Z)-eicosatrienoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + mead acid [c]",ok,ok,ok,0,ok,Other amino acids
MAR00310,H2O [c] + heneicosanoyl-CoA [c] --> CoA [c] + H+ [c] + heneicosanoic acid [c],ok,ok,ok,0,ok,Lipids
MAR00310,H2O [c] + heneicosanoyl-CoA [c] --> CoA [c] + H+ [c] + heneicosanoic acid [c],ok,ok,ok,0,ok,Other amino acids
MAR00314,docosanoyl-CoA [c] + H2O [c] --> behenic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00314,docosanoyl-CoA [c] + H2O [c] --> behenic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00320,(13Z)-docosenoyl-CoA [c] + H2O [c] --> cis-erucic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00320,(13Z)-docosenoyl-CoA [c] + H2O [c] --> cis-erucic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00324,(11Z)-docosenoyl-CoA [c] + H2O [c] --> cis-cetoleic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00324,(11Z)-docosenoyl-CoA [c] + H2O [c] --> cis-cetoleic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00328,H2O [c] + tricosanoyl-CoA [c] --> CoA [c] + H+ [c] + tricosanoic acid [c],ok,ok,ok,0,ok,Lipids
MAR00328,H2O [c] + tricosanoyl-CoA [c] --> CoA [c] + H+ [c] + tricosanoic acid [c],ok,ok,ok,0,ok,Other amino acids
MAR00332,H2O [c] + tetracosanoyl-CoA [c] --> CoA [c] + H+ [c] + lignocerate [c],ok,ok,ok,0,ok,Lipids
MAR00332,H2O [c] + tetracosanoyl-CoA [c] --> CoA [c] + H+ [c] + lignocerate [c],ok,ok,ok,0,ok,Other amino acids
MAR00338,(15Z)-tetracosenoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + nervonic acid [c],ok,ok,ok,0,ok,Lipids
MAR00338,(15Z)-tetracosenoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + nervonic acid [c],ok,ok,ok,0,ok,Other amino acids
MAR00342,H2O [c] + hexacosanoyl-CoA [c] --> cerotic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00342,H2O [c] + hexacosanoyl-CoA [c] --> cerotic acid [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00346,H2O [c] + hexacosenoyl-CoA [c] --> CoA [c] + H+ [c] + ximenic acid [c],ok,ok,ok,0,ok,Lipids
MAR00346,H2O [c] + hexacosenoyl-CoA [c] --> CoA [c] + H+ [c] + ximenic acid [c],ok,ok,ok,0,ok,Other amino acids
MAR00350,H2O [c] + linolenoyl-CoA [c] --> CoA [c] + H+ [c] + linolenate [c],ok,ok,ok,0,ok,Lipids
MAR00350,H2O [c] + linolenoyl-CoA [c] --> CoA [c] + H+ [c] + linolenate [c],ok,ok,ok,0,ok,Other amino acids
MAR00354,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + stearidonic acid [c]",ok,ok,ok,0,ok,Lipids
MAR00354,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + stearidonic acid [c]",ok,ok,ok,0,ok,Other amino acids
MAR00358,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + omega-3-arachidonic acid [c]",ok,ok,ok,0,ok,Lipids
MAR00358,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA [c] + H2O [c] --> CoA [c] + H+ [c] + omega-3-arachidonic acid [c]",ok,ok,ok,0,ok,Other amino acids
MAR00362,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [c] + H2O [c] --> CoA [c] + EPA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00362,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [c] + H2O [c] --> CoA [c] + EPA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00366,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [c] + H2O [c] --> CoA [c] + DPA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00366,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [c] + H2O [c] --> CoA [c] + DPA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00370,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [c] + H2O [c] --> (9Z,12Z,15Z,18Z,21Z)-TPA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00370,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [c] + H2O [c] --> (9Z,12Z,15Z,18Z,21Z)-TPA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00374,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA [c] + H2O [c] --> (6Z,9Z,12Z,15Z,18Z,21Z)-THA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00374,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA [c] + H2O [c] --> (6Z,9Z,12Z,15Z,18Z,21Z)-THA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00378,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA [c] + H2O [c] --> CoA [c] + DHA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00378,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA [c] + H2O [c] --> CoA [c] + DHA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00382,"(11Z,14Z,17Z)-eicosatrienoyl-CoA [c] + H2O [c] --> (11Z,14Z,17Z)-eicosatrienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00382,"(11Z,14Z,17Z)-eicosatrienoyl-CoA [c] + H2O [c] --> (11Z,14Z,17Z)-eicosatrienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00386,"13,16,19-docosatrienoyl-CoA [c] + H2O [c] --> 13,16,19-docosatrienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00386,"13,16,19-docosatrienoyl-CoA [c] + H2O [c] --> 13,16,19-docosatrienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00390,"10,13,16,19-docosatetraenoyl-CoA [c] + H2O [c] --> 10,13,16,19-docosatetraenoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00390,"10,13,16,19-docosatetraenoyl-CoA [c] + H2O [c] --> 10,13,16,19-docosatetraenoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00394,"12,15,18,21-tetracosatetraenoyl-CoA [c] + H2O [c] --> 12,15,18,21-tetracosatetraenoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00394,"12,15,18,21-tetracosatetraenoyl-CoA [c] + H2O [c] --> 12,15,18,21-tetracosatetraenoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00398,H2O [c] + linoleoyl-CoA [c] --> CoA [c] + H+ [c] + linoleate [c],ok,ok,ok,0,ok,Lipids
MAR00398,H2O [c] + linoleoyl-CoA [c] --> CoA [c] + H+ [c] + linoleate [c],ok,ok,ok,0,ok,Other amino acids
MAR00402,gamma-linolenoyl-CoA [c] + H2O [c] --> CoA [c] + gamma-linolenate [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00402,gamma-linolenoyl-CoA [c] + H2O [c] --> CoA [c] + gamma-linolenate [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00406,dihomo-gamma-linolenoyl-CoA [c] + H2O [c] --> CoA [c] + dihomo-gamma-linolenate [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00406,dihomo-gamma-linolenoyl-CoA [c] + H2O [c] --> CoA [c] + dihomo-gamma-linolenate [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00410,arachidonyl-CoA [c] + H2O [c] --> arachidonate [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Lipids
MAR00410,arachidonyl-CoA [c] + H2O [c] --> arachidonate [c] + CoA [c] + H+ [c],ok,ok,ok,0,ok,Other amino acids
MAR00414,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [c] + H2O [c] --> adrenic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00414,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [c] + H2O [c] --> adrenic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00418,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [c] + H2O [c] --> (9Z,12Z,15Z,18Z)-TTA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00418,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [c] + H2O [c] --> (9Z,12Z,15Z,18Z)-TTA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00422,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [c] + H2O [c] --> (6Z,9Z,12Z,15Z,18Z)-TPA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00422,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [c] + H2O [c] --> (6Z,9Z,12Z,15Z,18Z)-TPA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00426,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [c] + H2O [c] --> (4Z,7Z,10Z,13Z,16Z)-DPA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00426,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [c] + H2O [c] --> (4Z,7Z,10Z,13Z,16Z)-DPA [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00430,"(11Z,14Z)-eicosadienoyl-CoA [c] + H2O [c] --> (11Z,14Z)-eicosadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00430,"(11Z,14Z)-eicosadienoyl-CoA [c] + H2O [c] --> (11Z,14Z)-eicosadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00434,"(13Z,16Z)-docosadienoyl-CoA [c] + H2O [c] --> (13Z,16Z)-docosadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00434,"(13Z,16Z)-docosadienoyl-CoA [c] + H2O [c] --> (13Z,16Z)-docosadienoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR00438,"10,13,16-docosatrienoyl-CoA [c] + H2O [c] --> 10,13,16-docosatriynoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR00438,"10,13,16-docosatrienoyl-CoA [c] + H2O [c] --> 10,13,16-docosatriynoic acid [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Other amino acids
MAR03009,H2O [x] + propanoyl-CoA [x] --> CoA [x] + H+ [x] + propanoate [x],ok,ok,bad,474,ok,Lipids
MAR03009,H2O [x] + propanoyl-CoA [x] --> CoA [x] + H+ [x] + propanoate [x],ok,ok,bad,474,ok,Other amino acids
MAR03475,acetyl-CoA [x] + H2O [x] --> acetate [x] + CoA [x] + H+ [x],ok,ok,ok,0,ok,Lipids
MAR03476,formyl-CoA [x] + H2O [x] --> CoA [x] + formate [x] + H+ [x],ok,ok,bad,816,ok,Not in KEGG
MAR03477,formyl-CoA [c] + H2O [c] --> CoA [c] + formate [c] + H+ [c],ok,ok,ok,0,ok,Not in KEGG
MAR00159,butyryl-CoA [c] + L-carnitine [c] <=> CoA [c] + O-butanoylcarnitine [c],bad,ok,ok,0,ok,Lipids
MAR02591,CoA [c] + O-acetylcarnitine [c] <=> acetyl-CoA [c] + L-carnitine [c],bad,ok,ok,0,ok,Lipids
MAR02594,CoA [c] + O-propanoylcarnitine [c] <=> L-carnitine [c] + propanoyl-CoA [c],bad,ok,ok,0,ok,Lipids
MAR02599,CoA [c] + malonyl-carnitin [c] <=> L-carnitine [c] + malonyl-CoA [c],ok,ok,ok,0,ok,Lipids
MAR02602,CoA [c] + dodecanoylcarnitine [c] <=> lauroyl-CoA [c] + L-carnitine [c],ok,ok,ok,0,ok,Lipids
MAR02605,CoA [c] + tridecanoylcarnitine [c] <=> L-carnitine [c] + tridecanoyl-CoA [c],ok,ok,ok,0,ok,Lipids
MAR02608,CoA [c] + tetradecanoylcarnitine [c] <=> L-carnitine [c] + myristoyl-CoA [c],bad,ok,ok,0,bad,Lipids
MAR02611,(9E)-tetradecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + tetradecenoylcarnitine(5) [c],ok,ok,ok,0,ok,Lipids
MAR02614,(7Z)-tetradecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + tetradecenoylcarnitine(7) [c],ok,ok,ok,0,ok,Lipids
MAR02620,5-tetradecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + tetradecenoylcarnitine(9) [c],ok,ok,ok,0,ok,Lipids
MAR02623,CoA [c] + pentadecanoylcarnitine [c] <=> L-carnitine [c] + pentadecanoyl-CoA [c],ok,ok,ok,0,ok,Lipids
MAR02626,CoA [c] + L-palmitoylcarnitine [c] <=> L-carnitine [c] + palmitoyl-CoA [c],bad,ok,ok,0,ok,Lipids
MAR02633,7-hexadecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + hexadecenoylcarnitine(9) [c],ok,ok,ok,0,ok,Lipids
MAR02636,CoA [c] + palmitoleoyl-carnitine [c] <=> L-carnitine [c] + palmitoleoyl-CoA [c],bad,ok,ok,0,ok,Lipids
MAR02642,CoA [c] + heptadecanoylcarnitine [c] <=> heptadecanoyl-CoA [c] + L-carnitine [c],ok,ok,ok,0,ok,Lipids
MAR02648,(10Z)-heptadecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + heptadecenoylcarnitine(7) [c],ok,ok,ok,0,ok,Lipids
MAR02651,9-heptadecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + heptadecenoylcarnitine(8) [c],ok,ok,ok,0,ok,Lipids
MAR02654,CoA [c] + stearoylcarnitine [c] <=> L-carnitine [c] + stearoyl-CoA [c],ok,ok,ok,0,ok,Lipids
MAR02657,(13Z)-octadecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + octadecenoylcarnitine(5) [c],ok,ok,ok,0,ok,Lipids
MAR02660,CoA [c] + octadecenoylcarnitine(7) [c] <=> cis-vaccenoyl-CoA [c] + L-carnitine [c],ok,ok,ok,0,ok,Lipids
MAR02663,CoA [c] + L-oleoylcarnitine [c] <=> L-carnitine [c] + oleoyl-CoA [c],bad,ok,ok,0,ok,Lipids
MAR02666,(9E)-octadecenoyl-CoA [c] + L-carnitine [c] <=> (9E)-octadecenoylcarnitine [c] + CoA [c],bad,ok,ok,0,ok,Lipids
MAR02669,(7Z)-octadecenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + octadecenoylcarnitine(11) [c],ok,ok,ok,0,ok,Lipids
MAR02672,"(6Z,9Z)-octadecadienoyl-CoA [c] + L-carnitine [c] <=> (6Z,9Z)-octadecadienoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02675,CoA [c] + nonadecanoylcarnitine [c] <=> L-carnitine [c] + nonadecanoyl-CoA [c],ok,ok,ok,0,ok,Lipids
MAR02678,CoA [c] + eicosanoylcarnitine [c] <=> eicosanoyl-CoA [c] + L-carnitine [c],ok,ok,ok,0,ok,Lipids
MAR02681,(13Z)-eicosenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + eicosenoylcarnitine(7) [c],ok,ok,ok,0,ok,Lipids
MAR02684,(11Z)-eicosenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + eicosenoylcarnitine(9) [c],ok,ok,ok,0,ok,Lipids
MAR02687,9-eicosenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + eicosenoylcarnitine(11) [c],ok,ok,ok,0,ok,Lipids
MAR02690,"(8Z,11Z)-eicosadienoyl-CoA [c] + L-carnitine [c] <=> (8Z,11Z)-eicosadienoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02693,"(5Z,8Z,11Z)-eicosatrienoyl-CoA [c] + L-carnitine [c] <=> (5Z,8Z,11Z)-eicosatrienoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02699,CoA [c] + heneicosanoylcarnitine [c] <=> heneicosanoyl-CoA [c] + L-carnitine [c],ok,ok,ok,0,ok,Lipids
MAR02702,CoA [c] + docosanoylcarnitine [c] <=> docosanoyl-CoA [c] + L-carnitine [c],bad,ok,ok,0,ok,Lipids
MAR02705,(13Z)-docosenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + docosenoylcarnitine [c],ok,ok,ok,0,ok,Lipids
MAR02708,(11Z)-docosenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + docosenoylcarnitine(11) [c],ok,ok,ok,0,ok,Lipids
MAR02711,CoA [c] + octadecatrienoylcarnitine [c] <=> L-carnitine [c] + linolenoyl-CoA [c],bad,ok,ok,0,ok,Lipids
MAR02714,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [c] + L-carnitine [c] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine [c] + CoA [c]",bad,ok,ok,0,ok,Lipids
MAR02717,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA [c] + L-carnitine [c] <=> (8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02720,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [c] + L-carnitine [c] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine [c] + CoA [c]",bad,ok,ok,0,ok,Lipids
MAR02726,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [c] + L-carnitine [c] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02730,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + docosahexaenoylcarnitine [c]",bad,ok,ok,0,ok,Lipids
MAR02733,"(11Z,14Z,17Z)-eicosatrienoyl-CoA [c] + L-carnitine [c] <=> (11Z,14Z,17Z)-eicosatrienoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02736,"13,16,19-docosatrienoyl-CoA [c] + L-carnitine [c] <=> 13,16,19-docosatrienoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02739,"10,13,16,19-docosatetraenoyl-CoA [c] + L-carnitine [c] <=> 10,13,16,19-docosatetraenoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02742,CoA [c] + linoleic-carnitine [c] <=> L-carnitine [c] + linoleoyl-CoA [c],bad,ok,ok,0,ok,Lipids
MAR02746,CoA [c] + gamma-linolenoylcarnitine [c] <=> gamma-linolenoyl-CoA [c] + L-carnitine [c],bad,ok,ok,0,ok,Lipids
MAR02752,CoA [c] + eicosatrienoylcarnitine [c] <=> dihomo-gamma-linolenoyl-CoA [c] + L-carnitine [c],bad,ok,ok,0,ok,Lipids
MAR02755,arachidonyl-carnitine [c] + CoA [c] <=> arachidonyl-CoA [c] + L-carnitine [c],bad,ok,ok,0,ok,Lipids
MAR02759,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + ocosatetraenoylcarnitine [c]",bad,ok,ok,0,ok,Lipids
MAR02762,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [c] + L-carnitine [c] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02768,"(11Z,14Z)-eicosadienoyl-CoA [c] + L-carnitine [c] <=> CoA [c] + eicosadienoylcarnitine [c]",ok,ok,ok,0,ok,Lipids
MAR02771,"(13Z,16Z)-docosadienoyl-CoA [c] + L-carnitine [c] <=> (13Z,16Z)-docosadienoylcarnitine [c] + CoA [c] + H+ [c]",ok,ok,ok,0,ok,Lipids
MAR02774,"10,13,16-docosatrienoyl-CoA [c] + L-carnitine [c] <=> 10,13,16-docosatrienoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR02877,"12,15,18,21-tetracosatetraenoyl-CoA [c] + L-carnitine [c] <=> 12,15,18,21-tetracosatetraenoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Lipids
MAR03032,CoA [c] + L-octanoylcarnitine [c] <=> L-carnitine [c] + octanoyl-CoA [c],bad,ok,ok,0,ok,Lipids
MAR03521,"4(R),8-dimethyl-nonanoyl-CoA [c] + L-carnitine [c] <=> 4,8-dimethylnonanoylcarnitine [c] + CoA [c]",ok,ok,ok,0,ok,Not in KEGG
MAR08419,"2(S),6-dimethyl-heptanoyl-CoA [c] + L-carnitine [c] <=> 2,6-dimethylheptanoyl-carnitine [c] + CoA [c]",ok,ok,bad,539,ok,Not in KEGG
MAR00160,L-carnitine [c] + O-butanoylcarnitine [m] <=> L-carnitine [m] + O-butanoylcarnitine [c],bad,ok,ok,0,ok,Not in KEGG
MAR00161,CoA [m] + O-butanoylcarnitine [m] <=> butyryl-CoA [m] + L-carnitine [m],bad,ok,ok,0,ok,Lipids
MAR00162,L-carnitine [m] + L-octanoylcarnitine [c] <=> L-carnitine [c] + L-octanoylcarnitine [m],bad,ok,ok,0,ok,Not in KEGG
MAR00163,CoA [m] + L-octanoylcarnitine [m] <=> L-carnitine [m] + octanoyl-CoA [m],bad,ok,ok,0,ok,Not in KEGG
MAR02592,L-carnitine [m] + O-acetylcarnitine [c] --> L-carnitine [c] + O-acetylcarnitine [m],bad,ok,ok,0,ok,Not in KEGG
MAR02593,CoA [m] + O-acetylcarnitine [m] <=> acetyl-CoA [m] + L-carnitine [m],ok,ok,ok,0,ok,Lipids
MAR02596,L-carnitine [c] + O-propanoylcarnitine [m] <=> L-carnitine [m] + O-propanoylcarnitine [c],bad,ok,ok,0,ok,Not in KEGG
MAR02598,CoA [m] + O-propanoylcarnitine [m] <=> L-carnitine [m] + propanoyl-CoA [m],bad,ok,ok,0,ok,Lipids
MAR02600,L-carnitine [m] + malonyl-carnitin [c] --> L-carnitine [c] + malonyl-carnitin [m],ok,ok,ok,0,ok,Not in KEGG
